2074002,2012,657,63,4123190,6276
2074003,2012,868,71,4623602,5327
2074001,2012,618,63,3632375,5878
728700,2012,143,3,558274,3904
155600,2012,1326,74,11742446,8856
195800,2012,600,83,3888606,6481
291200,2012,427,68,2856500,6690
155700,2012,266,42,1777530,6682
184600,2012,772,71,6397021,8286
2075700,2012,1721,88,11957903,6948
618100,2012,139,100,400000,2878
370400,2012,1232,75,8403182,6821
218300,2012,5002,52,35339503,7065
160600,2012,777,26,3705745,4769
162500,2012,5537,31,28966381,5231
367000,2012,6179,20,37719110,6104
778100,2012,573,54,3092722,5397
491000,2012,430,64,2692192,6261
491001,2012,743,62,4617046,6214
2289800,2012,659,53,4611520,6998
743600,2012,785,72,4851851,6181
3272303,2012,574,66,3825670,6665
2351901,2012,587,64,4056259,6910
749100,2012,776,62,5352447,6897
3115803,2012,379,65,2623887,6923
2083600,2012,393,54,2613397,6650
2591905,2012,363,50,2189234,6031
2326203,2012,426,49,2924799,6866
2091702,2012,287,58,1990342,6935
946609,2012,621,66,4438597,7147
3272300,2012,285,53,1842846,6466
2052000,2012,548,66,3823319,6977
2591900,2012,786,56,4534315,5769
946610,2012,299,48,2084249,6971
2306302,2012,436,64,3001071,6883
2312202,2012,306,64,2021397,6606
2201802,2012,404,52,3006394,7442
2312200,2012,486,59,3363565,6921
977703,2012,399,56,2928099,7339
3115802,2012,305,63,2155922,7069
3043200,2012,792,58,5818243,7346
946607,2012,735,57,5198921,7073
2306300,2012,594,54,4421412,7443
2326200,2012,459,63,2645458,5764
2539100,2012,900,59,6110679,6790
2549005,2012,363,53,2477868,6826
2539102,2012,305,61,2206936,7236
2351900,2012,463,53,3308276,7145
3115800,2012,501,44,3637477,7260
946600,2012,835,59,5745585,6881
2091700,2012,973,50,8049939,8273
1041000,2012,369,59,2697268,7310
2549000,2012,570,38,4049686,7105
217600,2012,1908,21,5933140,3110
3308300,2012,25,54,182945,7318
928400,2012,154,57,1143958,7428
928401,2012,355,87,2203166,6206
1116603,2012,38,81,383462,10091
1116604,2012,99,79,895684,9047
1116601,2012,225,75,2073103,9214
1116602,2012,195,85,1695297,8694
1116600,2012,419,85,3685798,8797
2256200,2012,117,61,715412,6115
2256201,2012,109,74,699522,6418
840400,2012,3083,21,13184930,4277
2100200,2012,1092,8,6010020,5504
2218808,2012,563,58,5761081,10233
2218800,2012,1482,61,15280103,10310
2218804,2012,504,57,4453901,8837
2218805,2012,713,58,6763159,9485
112300,2012,521,70,3212095,6165
2153600,2012,53,90,246420,4649
150000,2012,5630,13,29071114,5164
3626300,2012,82,38,571920,6975
3626301,2012,113,49,842181,7453
2060900,2012,155,62,442812,2857
4051308,2012,865,85,5734343,6629
4051330,2012,449,82,2993420,6667
4051331,2012,716,78,5501686,7684
4051333,2012,280,88,2107707,7528
4051323,2012,483,82,3374941,6987
4051307,2012,1286,85,9221510,7171
4051317,2012,574,77,4117612,7174
4051322,2012,1086,83,7186628,6618
4051328,2012,750,87,5112563,6817
4051320,2012,216,78,1424253,6594
4051318,2012,1018,78,7726760,7590
675501,2012,414,80,2493242,6022
4051319,2012,1643,83,11465986,6979
4051311,2012,461,79,3204632,6951
4051310,2012,851,86,6497976,7636
4051312,2012,338,82,2367778,7005
4051326,2012,715,85,4891647,6841
4051316,2012,642,85,4349229,6775
4051327,2012,410,80,2783356,6789
4051313,2012,322,87,2053154,6376
675500,2012,431,83,2951718,6849
4051332,2012,288,76,1986564,6898
4051321,2012,700,80,4861064,6944
4051329,2012,400,87,2361352,5903
4051325,2012,570,82,3977797,6979
4051324,2012,388,85,2763451,7122
340100,2012,1537,24,9966722,6485
2543400,2012,300,83,2086003,6953
639900,2012,428,76,4383396,10242
353600,2012,646,48,3833114,5934
3399300,2012,567,66,6184023,10907
3066300,2012,616,94,3872974,6287
3066302,2012,290,96,2026910,6989
716400,2012,770,78,9140000,11870
3066200,2012,255,95,1999568,7841
267807,2012,735,94,5173678,7039
267801,2012,467,87,3141933,6728
267815,2012,538,97,4119640,7657
267800,2012,842,94,6342942,7533
267810,2012,1069,99,7913654,7403
267809,2012,909,96,6867695,7555
267803,2012,412,95,2891108,7017
267816,2012,353,88,2772314,7854
267804,2012,404,88,2794381,6917
267813,2012,1078,99,7978851,7402
267808,2012,738,94,5790566,7846
267812,2012,937,93,7070917,7546
267802,2012,496,87,3601852,7262
267805,2012,719,93,4568757,6354
267806,2012,510,95,3295710,6462
267811,2012,728,85,5464187,7506
267814,2012,766,93,5629012,7349
340200,2012,2153,65,15499439,7199
322800,2012,118,50,702030,5949
323700,2012,612,47,4005790,6545
3930300,2012,25,49,74372,2975
3930301,2012,22,33,75228,3419
2073300,2012,19,11,209315,11017
323800,2012,1489,42,9627235,6466
4177900,2012,24,44,200527,8355
323900,2012,2794,27,7954417,2847
2270500,2012,81,68,462552,5711
184700,2012,2054,83,16835641,8197
1149600,2012,12,44,32268,2689
1121000,2012,1040,8,4602164,4425
2544300,2012,56,76,288709,5156
190600,2012,2455,25,5289350,2155
324000,2012,1203,29,4076208,3388
2192100,2012,297,48,1621872,5461
178800,2012,2310,59,15937636,6899
790000,2012,47,73,231837,4933
807300,2012,2217,17,13779108,6215
647700,2012,366,77,2854108,7798
112400,2012,632,4,3940754,6235
324100,2012,843,62,6510912,7724
3099700,2012,48,27,116580,2429
335100,2012,756,83,5633295,7451
3914300,2012,128,49,810761,6334
483500,2012,1120,23,8116541,7247
259800,2012,1186,72,8263149,6967
112500,2012,3762,85,37354687,9929
2065700,2012,94,60,434122,4618
3974500,2012,16,13,109700,6856
884400,2012,17,55,109507,6442
112701,2012,854,57,7275614,8519
1186500,2012,139,35,887366,6384
3681300,2012,75,65,595108,7935
1215400,2012,62,78,647556,10444
113100,2012,266,27,1142211,4294
113200,2012,596,65,5492807,9216
113300,2012,1608,59,11734729,7298
3935300,2012,122,46,1046800,8580
114300,2012,6339,36,38758734,6114
114400,2012,7275,38,47640466,6549
799300,2012,3061,45,19744211,6450
3980300,2012,1691,42,11722237,6932
114600,2012,6669,45,38703925,5804
114100,2012,5238,45,38799595,7407
113800,2012,3827,36,27492330,7184
114700,2012,7017,37,43735298,6233
113700,2012,9894,32,63699366,6438
113900,2012,11286,38,71722615,6355
114000,2012,6613,38,40514621,6127
3260300,2012,2442,51,15199144,6224
115300,2012,11926,37,76401356,6406
115000,2012,12456,50,54142724,4347
114200,2012,7120,48,48161955,6764
3011300,2012,3909,41,26013054,6655
115700,2012,3562,45,23022402,6463
331600,2012,5599,75,37580582,6712
183400,2012,623,61,4575496,7344
245000,2012,124,44,1048100,8452
224100,2012,2209,57,14987937,6785
488901,2012,87,85,492835,5665
488900,2012,91,64,654679,7194
2182900,2012,765,72,2771209,3622
4083400,2012,321,95,1979227,6166
3842500,2012,199,68,1158210,5820
3874301,2012,85,48,722660,8502
3874300,2012,133,52,1052258,7912
686500,2012,2755,19,9885342,3588
3023500,2012,497,95,2021191,4067
3078400,2012,100,58,667720,6677
3921300,2012,185,44,981165,5304
2234000,2012,13,6,57236,4403
315000,2012,2374,40,16098802,6781
291300,2012,3378,74,26152875,7742
195900,2012,1522,50,10318931,6780
697300,2012,124,2,711161,5735
268100,2012,2150,64,14336804,6668
893900,2012,53,50,185400,3498
959500,2012,72,43,252950,3513
2295500,2012,31,26,118500,3823
2140700,2012,77,64,406000,5273
216800,2012,459,11,2365421,5153
532000,2012,2153,23,13120137,6094
553200,2012,167,67,1186401,7104
3267300,2012,6312,84,54917736,8701
4177400,2012,138,44,751817,5448
1071000,2012,176,85,1467711,8339
763500,2012,227,5,1304803,5748
302300,2012,2061,77,16033493,7779
961700,2012,88,63,698648,7939
143600,2012,206,52,1616302,7846
1308800,2012,95,66,746692,7860
1308801,2012,60,66,457668,7628
2090300,2012,163,48,1098344,6738
771700,2012,141,58,889785,6311
758800,2012,126,53,830421,6591
2056400,2012,223,48,1380509,6191
2265500,2012,142,50,899891,6337
907800,2012,198,45,1364941,6894
2183600,2012,134,52,828352,6182
2103700,2012,136,39,760637,5593
3019900,2012,80,68,327164,4090
4066300,2012,64,98,721742,11277
383700,2012,2188,72,18265450,8348
4138500,2012,47,62,363535,7735
2125000,2012,197,56,1229466,6241
2341700,2012,232,43,1631105,7031
2220800,2012,68,14,396843,5836
3841300,2012,29,63,160773,5544
3797400,2012,731,72,4861243,6650
2117400,2012,98,52,790260,8064
4119200,2012,183,62,1673908,9147
2621500,2012,826,89,3938015,4768
4144200,2012,35,51,294568,8416
3242300,2012,569,59,5041619,8860
