OPEID,InstitutionName,PublicPrivate
184600,Briar Cliff University,private
2075700,Briarcliffe College,private
618100,Bridgeport Hospital School of Nursing,private
2115400,Bridgerland Applied Technology College,private
NULL,Bridges Beauty College -,NULL
NULL,BridgeValley Community & Technical College,NULL
370400,Bridgewater College,private
218300,Bridgewater State University,public
160600,Brigham Young University-Hawaii,private
162500,Brigham Young University-Idaho,private
367000,Brigham Young University-Provo,private
3611300,Brighton Center's Center for Employment Training,private
NULL,Brighton Institute of Cosmetology,NULL
778100,Brightwood Career Institute-Broomall,private
491000,Brightwood Career Institute-Harrisburg,private
491001,Brightwood Career Institute-Philadelphia,private
2289800,Brightwood Career Institute-Philadelphia Mills,private
743600,Brightwood Career Institute-Pittsburgh,private
NULL,Brightwood College-Arlington,NULL
2351901,Brightwood College-Bakersfield,private
749100,Brightwood College-Baltimore,private
3115803,Brightwood College-Beaumont,private
2083600,Brightwood College-Beltsville,private
025919A1  ,Brightwood College-Brownsville,private
NULL,Brightwood College-Charlotte,NULL
NULL,Brightwood College-Chula Vista,NULL
009466A1  ,Brightwood College-Corpus Christi,private
3272300,Brightwood College-Dallas,private
2052000,Brightwood College-Dayton,private
2591900,Brightwood College-El Paso,private
778102,Brightwood College-Fort Worth,private
2306302,Brightwood College-Fresno,private
2312202,Brightwood College-Friendswood,private
2201802,Brightwood College-Hammond,private
2312200,Brightwood College-Houston,private
NULL,Brightwood College-Indianapolis,NULL
3115802,Brightwood College-Laredo,private
3043200,Brightwood College-Las Vegas,private
946607,Brightwood College-McAllen,private
2306300,Brightwood College-Modesto,private
2326200,Brightwood College-Nashville,private
2539100,Brightwood College-North Hollywood,private
2549005,Brightwood College-Palm Springs,private
3113103,Brightwood College-Riverside,private
2351900,Brightwood College-Sacramento,private
3115800,Brightwood College-San Antonio-Ingram,private
946600,Brightwood College-San Antonio-San Pedro,private
2091700,Brightwood College-San Diego,private
1041000,Brightwood College-Towson,private
2549000,Brightwood College-Vista,private
217600,Bristol Community College,public
NULL,Bristol Technical Education Center,NULL
3308300,Bristol University,private
003636A1  ,Brite Divinity School,NULL
928400,Brittany Beauty School,private
928401,Brittany Beauty School,private
NULL,Broadview Entertainment Arts University,NULL
NULL,Broadview University-Boise,NULL
011166A1  ,Broadview University-Layton,private
1116602,Broadview University-Orem,private
1116600,Broadview University-West Jordan,private
2256200,Broken Arrow Beauty College-Broken Arrow,private
2256201,Broken Arrow Beauty College-Tulsa,private
840400,Brookdale Community College,public
2100200,Brookhaven College,public
2218808,Brookline College-Albuquerque,private
2218800,Brookline College-Phoenix,private
2218804,Brookline College-Tempe,private
2218805,Brookline College-Tucson,private
267700,Brooklyn Law School,NULL
112300,Brooks Institute,private
2153600,Broome Delaware Tioga BOCES-Practical Nursing Program,private
150000,Broward College,public
3626300,Brown Aveda Institute-Mentor,private
3626301,Brown Aveda Institute-Rocky River,private
2060900,Brown College of Court Reporting,private
512704,Brown Mackie College-Akron,private
NULL,Brown Mackie College-Albuquerque,NULL
2110501,Brown Mackie College-Atlanta,private
NULL,Brown Mackie College-Birmingham,NULL
NULL,Brown Mackie College-Boise,private
512700,Brown Mackie College-Cincinnati,private
NULL,Brown Mackie College-Dallas,NULL
2616200,Brown Mackie College-Findlay,private
458301,Brown Mackie College-Fort Wayne,private
NULL,Brown Mackie College-Greenville,NULL
2616205,Brown Mackie College-Hopkinsville,private
2616203,Brown Mackie College-Indianapolis,private
675501,Brown Mackie College-Kansas City,private
2616204,Brown Mackie College-Louisville,private
512730,Brown Mackie College-Merrillville,private
512727,Brown Mackie College-Miami,private
512731,Brown Mackie College-Michigan City,private
945101,Brown Mackie College-North Canton,private
512712,Brown Mackie College-Northern Kentucky,private
NULL,Brown Mackie College-Oklahoma City,NULL
NULL,Brown Mackie College-Phoenix,NULL
512732,Brown Mackie College-Quad Cities,private
675500,Brown Mackie College-Salina,private
NULL,Brown Mackie College-San Antonio,NULL
458300,Brown Mackie College-South Bend,private
NULL,Brown Mackie College-St Louis,NULL
945100,Brown Mackie College-Tucson,private
NULL,Brown Mackie College-Tulsa,private
340100,Brown University,private
2543400,Brownson Technical School,private
2170700,Brunswick Community College,public
639900,Bryan College of Health Sciences,private
353600,Bryan College-Dayton,private
3399300,Bryan College-Gold River,private
3066300,Bryan University,private
3066302,Bryan University,private
716400,Bryan University,private
NULL,Bryan University,NULL
3066200,Bryan University,private
NULL,Bryan University - Tempe,NULL
NULL,Bryant & Stratton College-Akron,NULL
267807,Bryant & Stratton College-Albany,private
267801,Bryant & Stratton College-Amherst,private
NULL,Bryant & Stratton College-Bayshore,NULL
267800,Bryant & Stratton College-Buffalo,private
267810,Bryant & Stratton College-Cleveland,private
267809,Bryant & Stratton College-Eastlake,private
267803,Bryant & Stratton College-Greece,private
NULL,Bryant & Stratton College-Hampton,NULL
267804,Bryant & Stratton College-Henrietta,private
267813,Bryant & Stratton College-Milwaukee,private
NULL,Bryant & Stratton College-Online,NULL
267808,Bryant & Stratton College-Parma,private
267812,Bryant & Stratton College-Richmond,private
267802,Bryant & Stratton College-Southtowns,private
267805,Bryant & Stratton College-Syracuse,private
267806,Bryant & Stratton College-Syracuse North,private
267811,Bryant & Stratton College-Virginia Beach,private
267814,Bryant & Stratton College-Wauwatosa,private
340200,Bryant University,private
322800,Bryn Athyn College of the New Church,private
323700,Bryn Mawr College,private
3930300,Buchanan Beauty College,private
NULL,Buchanan Beauty College of Tullahoma,NULL
NULL,Buchanan Beauty College-Pleasantview,NULL
2073300,Buckeye Hills Career Center,private
3065900,Buckeye Joint Vocational School,private
323800,Bucknell University,private
NULL,Buckner Barber School,NULL
323900,Bucks County Community College,public
2270500,Bucks County School of Beauty Culture Inc,private
184700,Buena Vista University,private
1149600,Bullard-Havens Technical High School,NULL
1121000,Bunker Hill Community College,public
NULL,Burnett International College,NULL
2544300,Butler Beauty Academy,private
190600,Butler Community College,public
324000,Butler County Community College,public
2192100,Butler Tech-D Russel Lee Career Center,private
178800,Butler University,private
790000,Butte Academy of Beauty Culture,private
807300,Butte College,public
-2,Byzantine Catholic Seminary of Saints Cyril and Methodius,NULL
647700,Cabarrus College of Health Sciences,private
2275300,Cabell County Career Technology Center,public
112400,Cabrillo College,public
324100,Cabrini College,private
NULL,Cactus Academy,NULL
996300,Caddo Kiowa Technology Center,private
NULL,Cadillac Institute of Cosmetology,NULL
3099700,Cain's Barber College Inc,private
335100,Cairn University-Langhorne,private
3914300,CALC Institute of Technology,NULL
483500,Caldwell Community College and Technical Institute,public
259800,Caldwell University,private
112500,California Baptist University,private
NULL,California Barber and Beauty College,NULL
2065700,California Beauty School,private
3974500,California Career College,NULL
NULL,California Career Institute,NULL
2520200,California Career School,private
884400,California Christian College,private
112700,California College of the Arts,private
NULL,California College San Diego,NULL
NULL,California College San Diego,NULL
1186500,California Hair Design Academy,private
3681300,California Healing Arts College,private
NULL,California Institute of Advanced Management,NULL
1215400,California Institute of Integral Studies,NULL
113100,California Institute of Technology,private
113200,California Institute of the Arts,private
NULL,California Intercontinental University,NULL
NULL,California Jazz Conservatory,NULL
113300,California Lutheran University,private
NULL,California Miramar University,NULL
NULL,California Nurses Educational Institute,NULL
114300,California Polytechnic State University-San Luis Obispo,public
114400,California State Polytechnic University-Pomona,public
799300,California State University-Bakersfield,public
007993A1  ,California State University-Chancellors Office,NULL
3980300,California State University-Channel Islands,public
114600,California State University-Chico,public
114100,California State University-Dominguez Hills,public
113800,California State University-East Bay,public
114700,California State University-Fresno,public
113700,California State University-Fullerton,public
113900,California State University-Long Beach,public
114000,California State University-Los Angeles,public
3260300,California State University-Monterey Bay,public
115300,California State University-Northridge,public
115000,California State University-Sacramento,public
114200,California State University-San Bernardino,public
3011300,California State University-San Marcos,public
115700,California State University-Stanislaus,public
NULL,California University of Management and Sciences,NULL
331600,California University of Pennsylvania,public
1310300,California Western School of Law,NULL
183400,Calumet College of Saint Joseph,private
245000,Calvary Bible College and Theological Seminary,private
224100,Calvin College,private
224200,Calvin Theological Seminary,NULL
NULL,Cambria Rowe Business College-School of Technology,NULL
488901,Cambria-Rowe Business College-Indiana,private
488900,Cambria-Rowe Business College-Johnstown,private
2182900,Cambridge College,private
3842500,Cambridge Institute of Allied Health & Technology,private
NULL,Cambridge Institute of Allied Health & Technology,private
NULL,Cambridge Junior College-Woodland,NULL
3874300,Cambridge Junior College-Yuba City,private
3785300,Cambridge Technical Institute,private
