OPEID,InstitutionName,PublicPrivate
394203,University of Puerto Rico-Medical Sciences,NULL
394210,University of Puerto Rico-Ponce,public
394201,University of Puerto Rico-Rio Piedras,public
394211,University of Puerto Rico-Utuado,public
379700,University of Puget Sound,private
132200,University of Redlands,private
341400,University of Rhode Island,public
374400,University of Richmond,private
311600,University of Rio Grande,private
289400,University of Rochester,private
183200,University of Saint Francis-Fort Wayne,private
140900,University of Saint Joseph,private
194300,University of Saint Mary,private
176500,University of Saint Mary of the Lake,NULL
1039500,University of San Diego,private
132500,University of San Francisco,private
316700,University of Science and Arts of Oklahoma,public
338400,University of Scranton,private
346900,University of Sioux Falls,private
105700,University of South Alabama,public
344900,University of South Carolina-Aiken,public
345000,University of South Carolina-Beaufort,public
344800,University of South Carolina-Columbia,public
345300,University of South Carolina-Lancaster,public
345400,University of South Carolina-Salkehatchie,public
342600,University of South Carolina-Sumter,public
492700,University of South Carolina-Union,public
695100,University of South Carolina-Upstate,public
347400,University of South Dakota,public
153700,University of South Florida-Main Campus,public
NULL,University of South Florida-Sarasota-Manatee,NULL
NULL,University of South Florida-St Petersburg,public
132800,University of Southern California,private
180800,University of Southern Indiana,public
205400,University of Southern Maine,public
244100,University of Southern Mississippi,public
2124400,University of Spa & Cosmetology Arts,private
NULL,University of St Augustine for Health Sciences,NULL
166400,University of St Francis,private
365400,University of St Thomas,private
234500,University of St Thomas,private
NULL,University of Texas Health Science Center at Tyler,NULL
1001900,University of Texas Southwestern Medical Center,NULL
196200,University of the Cumberlands,private
144100,University of the District of Columbia,public
144102,University of the District of Columbia-David A Clarke School of Law,NULL
357800,University of the Incarnate Word,private
109400,University of the Ozarks,private
132900,University of the Pacific,private
3218301,University of the Potomac-VA Campus,private
3218300,University of the Potomac-Washington DC Campus,private
3545300,University of the Rockies,NULL
335300,University of the Sciences,private
265000,University of the Southwest,private
394600,University of the Virgin Islands,public
3696300,University of the West,NULL
313100,University of Toledo,public
318500,University of Tulsa,private
367500,University of Utah,public
330600,University of Valley Forge,private
369600,University of Vermont,public
374500,University of Virginia-Main Campus,public
379802,University of Washington-Bothell Campus,public
379800,University of Washington-Seattle Campus,public
379801,University of Washington-Tacoma Campus,public
102400,University of West Alabama,public
160100,University of West Georgia,public
1230900,University of Western States,private
389700,University of Wisconsin Colleges,public
003895A3  ,University of Wisconsin Extension,NULL
391700,University of Wisconsin-Eau Claire,public
389900,University of Wisconsin-Green Bay,public
391900,University of Wisconsin-La Crosse,public
389500,University of Wisconsin-Madison,public
389600,University of Wisconsin-Milwaukee,public
392000,University of Wisconsin-Oshkosh,public
501500,University of Wisconsin-Parkside,public
392100,University of Wisconsin-Platteville,public
392300,University of Wisconsin-River Falls,public
392400,University of Wisconsin-Stevens Point,public
391500,University of Wisconsin-Stout,public
392500,University of Wisconsin-Superior,public
003895A1  ,University of Wisconsin-System Administration,NULL
392600,University of Wisconsin-Whitewater,public
393200,University of Wyoming,public
795900,University System of Maryland,NULL
002103A2  ,University System of Maryland-Research Centers,NULL
002589A1  ,University System of New Hampshire System Office,NULL
466900,Upper Cape Cod Regional Technical School,private
189300,Upper Iowa University,private
2116900,Upper Valley Career Center,private
3437300,Upper Valley Educators Institute,NULL
284000,Upstate Medical University,NULL
3130500,Urban College of Boston,private
313300,Urbana University,private
NULL,Urshan Graduate School of Theology,NULL
338500,Ursinus College,private
313400,Ursuline College,private
3802300,Uta Mesivta of Kiryas Joel,private
NULL,Utah College of Massage Therapy-Aurora,NULL
NULL,Utah College of Massage Therapy-Dallas,NULL
NULL,Utah College of Massage Therapy-Houston,NULL
NULL,Utah College of Massage Therapy-Phoenix,NULL
3030600,Utah College of Massage Therapy-Salt Lake City,private
NULL,Utah College of Massage Therapy-Tempe,NULL
3030601,Utah College of Massage Therapy-Utah Valley,NULL
NULL,Utah College of Massage Therapy-Vegas,NULL
NULL,Utah College of Massage Therapy-Westminster,NULL
367700,Utah State University,public
402700,Utah Valley University,public
288300,Utica College,private
907700,Utica School of Commerce,private
159900,Valdosta State University,public
675000,Valencia College,public
300800,Valley City State University,public
4114500,Valley College of Medical Careers,private
3084400,Valley College-Beckley,private
2609400,Valley College-Martinsburg,private
3084200,Valley College-Princeton,private
338600,Valley Forge Military College,NULL
3612400,Valley Grande Institute for Academic Studies,private
NULL,Valor Christian College,NULL
184200,Valparaiso University,private
990300,Vance-Granville Community College,public
353500,Vanderbilt University,private
177800,VanderCook College of Music,private
NULL,Vanguard College of Cosmetology-Baton Rouge,private
NULL,Vanguard College of Cosmetology-Metairie,NULL
2554800,Vanguard College of Cosmetology-Slidell,private
129300,Vanguard University of Southern California,private
3116400,Vanguard-Sentinel Adult Career and Technology Center,private
NULL,Vanity School of Cosmetology,NULL
3095600,Vantage Career Center,private
289500,Vassar College,private
NULL,Vatterott College-Appling Farms,private
2599700,Vatterott College-Berkeley,private
2599711,Vatterott College-Cleveland,private
2609200,Vatterott College-Des Moines,private
2599710,Vatterott College-Dividend,private
NULL,Vatterott College-ex'treme Institute by Nelly-St Louis,NULL
NULL,Vatterott College-Fairview Heights,NULL
2599703,Vatterott College-Joplin,private
2599701,Vatterott College-Kansas City,private
2069301,Vatterott College-Oklahoma City,private
2069300,Vatterott College-Quincy,private
750100,Vatterott College-Spring Valley,private
2599702,Vatterott College-Springfield,private
025997A1  ,Vatterott College-St Charles,private
2609202,Vatterott College-St Joseph,private
2599705,Vatterott College-Sunset Hills,private
2599706,Vatterott College-Tulsa,private
2599709,Vatterott College-Wichita,private
266500,Vaughn College of Aeronautics and Technology,private
1229300,Veeb Nassau County School of Practical Nursing,public
3214300,Velvatex College of Beauty Culture,private
2306200,Venango County Area Vocational Technical School,private
3084700,Ventura Adult and Continuing Education,private
133400,Ventura College,public
686300,Ventura County Community College System Office,NULL
2061000,Venus Beauty Academy,private
235000,Vermilion Community College,public
NULL,Vermont College of Fine Arts,NULL
1193400,Vermont Law School,NULL
003683A1  ,Vermont State Colleges-Office of the Chancellor,NULL
369800,Vermont Technical College,public
1006000,Vernon College,public
856800,Vet Tech Institute,private
2144800,Vet Tech Institute of Houston,private
NULL,Vibe Barber College,NULL
1148401,VICI Aveda Institute,private
2128200,Victor Valley Beauty College Inc,private
133500,Victor Valley College,public
1202000,Victoria Beauty College Inc,private
366200,Victoria College,public
4127200,Victoria's Academy of Cosmetology,private
289600,Villa Maria College,private
338800,Villanova University,private
1169700,Vinal Technical High School,NULL
1015100,Vincennes Beauty College,private
184300,Vincennes University,public
791100,Virgil's Beauty College,private
NULL,Virginia Baptist College,NULL
3042800,Virginia Beach City Public Schools School of Practical Nursing,NULL
NULL,Virginia College-Augusta,NULL
3010604,Virginia College-Austin,private
NULL,Virginia College-Baton Rouge,NULL
3010610,Virginia College-Biloxi,private
3010600,Virginia College-Birmingham,private
NULL,Virginia College-Charleston,NULL
NULL,Virginia College-Columbia,NULL
NULL,Virginia College-Columbus,NULL
NULL,Virginia College-Florence,NULL
NULL,Virginia College-Fort Pierce,NULL
NULL,Virginia College-Greensboro,NULL
3010617,Virginia College-Greenville,private
3010602,Virginia College-Huntsville,private
3010603,Virginia College-Jackson,private
NULL,Virginia College-Jacksonville,NULL
NULL,Virginia College-Knoxville,NULL
NULL,Virginia College-Lubbock,NULL
NULL,Virginia College-Macon,NULL
3010607,Virginia College-Mobile,private
3010616,Virginia College-Montgomery,private
3010608,Virginia College-Pensacola,private
NULL,Virginia College-Richmond,NULL
NULL,Virginia College-Savannah,NULL
3010606,Virginia College-School of Business and Health-Chattanooga,private
NULL,Virginia College-Shreveport Bossier City,NULL
NULL,Virginia College-Spartanburg,NULL
NULL,Virginia College-Tulsa,NULL
373500,Virginia Commonwealth University,public
