OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
3532400,2009,7155,8802,10233,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,15072,18708,NULL,19746,NULL
3115500,2009,10173,14588,14586,17741,15536
2553000,2009,28091,31122,31941,30051,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3097200,2009,19812,NULL,NULL,NULL,NULL
154200,2009,11339,13113,15624,20971,23379
887800,2009,36181,36825,39729,41110,40516
396300,2009,7668,8010,8842,12238,15113
NULL,2009,NULL,NULL,NULL,NULL,NULL
1005600,2009,5536,NULL,NULL,NULL,NULL
3066700,2009,15096,16212,17100,NULL,NULL
758200,2009,8124,8718,11810,12686,12919
2069500,2009,19449,20925,22916,23555,23580
819400,2009,14790,14070,11230,16280,16280
100200,2009,7448,8906,9754,8284,6011
NULL,2009,NULL,NULL,NULL,NULL,NULL
103400,2009,3841,4550,5386,6813,NULL
3032500,2009,4800,NULL,NULL,NULL,NULL
100500,2009,7988,8781,12197,13793,14000
546300,2009,5451,5598,6130,6841,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
360700,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2541000,2009,13143,13143,13221,13702,NULL
NULL,2009,4499,4812,NULL,NULL,NULL
106100,2009,22508,21796,23612,27361,30041
2170200,2009,15372,15576,19260,19260,19260
288500,2009,21436,23312,25623,27767,30446
288600,2009,NULL,NULL,NULL,NULL,NULL
288700,2009,NULL,NULL,NULL,NULL,NULL
154400,2009,7063,8717,11218,12148,11996
560100,2009,10487,11516,13739,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
137400,2009,26315,27952,28589,27843,28937
223500,2009,12784,13506,15809,19020,22855
322900,2009,18733,19954,23091,26345,33363
239600,2009,9748,10249,12203,10767,15642
380600,2009,12614,14024,14340,16033,17750
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3538300,2009,16577,17952,NULL,NULL,NULL
554400,2009,12397,13252,15820,17339,17857
266800,2009,14093,18047,21934,25040,28730
2282300,2009,13624,15587,NULL,NULL,NULL
195100,2009,6328,6095,5280,5511,6005
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2495500,2009,18258,19254,NULL,NULL,NULL
3072400,2009,NULL,NULL,NULL,NULL,NULL
3493300,2009,16656,17322,17352,NULL,NULL
111100,2009,5784,NULL,NULL,NULL,NULL
205700,2009,6299,6818,9143,8541,9014
323000,2009,30014,32296,34748,35320,36730
3457300,2009,2095,2194,3973,8409,NULL
3069100,2009,20390,22061,NULL,NULL,25061
190100,2009,3617,3935,6412,7022,8177
3358301,2009,24057,25299,25596,NULL,NULL
3358300,2009,25470,26118,26676,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
341700,2009,11026,11987,12225,13261,13339
NULL,2009,NULL,NULL,NULL,NULL,NULL
1111700,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
223600,2009,14774,13450,15703,18306,20658
223700,2009,1120,2085,3656,5007,5391
2290400,2009,7932,8964,9672,9720,NULL
323300,2009,18647,19628,21635,23883,26596
383200,2009,12666,12779,15448,17308,19491
353900,2009,7188,9426,10753,NULL,NULL
3414500,2009,20065,20110,20587,NULL,NULL
354000,2009,2596,2969,4000,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1081300,2009,15659,17515,17571,NULL,19891
3833300,2009,NULL,NULL,NULL,NULL,NULL
162800,2009,22124,24224,26420,27979,26107
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2106900,2009,22116,21973,21987,21959,NULL
746500,2009,19689,21996,24142,24884,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3491400,2009,16640,18170,17420,NULL,NULL
1046000,2009,9270,9270,NULL,NULL,NULL
112000,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1307400,2009,11868,14880,NULL,NULL,NULL
3903400,2009,7074,8469,10170,NULL,NULL
3030802,2009,17900,21240,22500,22500,22500
3030800,2009,17310,19620,21870,21870,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2241801,2009,20568,20744,20936,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2241800,2009,20080,20224,20296,NULL,NULL
3359300,2009,45682,NULL,NULL,NULL,NULL
3971300,2009,20768,20856,20912,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3153300,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2309100,2009,19824,19116,NULL,NULL,NULL
765800,2009,24245,NULL,NULL,NULL,NULL
3144400,2009,30492,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3078200,2009,NULL,NULL,NULL,NULL,NULL
2099200,2009,NULL,NULL,NULL,NULL,NULL
2303800,2009,5916,5994,7038,NULL,NULL
2222000,2009,NULL,NULL,NULL,NULL,NULL
2289000,2009,21308,22862,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2199900,2009,6743,NULL,NULL,NULL,NULL
2514100,2009,10517,NULL,NULL,NULL,NULL
3534400,2009,20324,22390,22887,NULL,NULL
4016500,2009,19776,20556,20664,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3962300,2009,10056,10620,NULL,NULL,NULL
NULL,2009,34104,37104,42360,39408,42360
4060300,2009,18414,18864,25290,25290,25290
NULL,2009,NULL,NULL,NULL,NULL,NULL
2317800,2009,8400,8916,9504,9876,9924
2106601,2009,20196,21042,21528,NULL,NULL
3706300,2009,24144,24396,29124,29124,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2106600,2009,21627,22671,22698,22698,NULL
2113600,2009,24800,25519,28115,29286,NULL
2113610,2009,21290,23292,23121,NULL,NULL
021136A1  ,2009,19236,19781,20035,20409,20116
211400,2009,19577,21646,11115,26177,NULL
274100,2009,7781,6596,22429,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
757200,2009,28308,17115,33975,35755,35377
372600,2009,14708,16118,19033,19377,20089
NULL,2009,NULL,NULL,NULL,NULL,NULL
-2,2009,14551,17164,20959,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
-2,2009,14347,14214,19554,NULL,NULL
1048900,2009,13645,15422,17997,16907,17536
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
-2,2009,13745,12956,20582,NULL,NULL
3819300,2009,10554,11257,12666,13352,13352
123200,2009,5754,NULL,NULL,NULL,NULL
1001000,2009,428,460,NULL,NULL,NULL
2601000,2009,8883,8883,NULL,NULL,NULL
2311200,2009,19217,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
143400,2009,32461,34398,38886,41353,42267
3225300,2009,NULL,NULL,36828,NULL,NULL
1194101,2009,8102,9693,12232,NULL,NULL
1194100,2009,8491,9224,11115,NULL,NULL
2270802,2009,25576,26894,28287,28575,28575
2270800,2009,20688,21528,23064,25212,25212
NULL,2009,NULL,NULL,NULL,NULL,NULL
211500,2009,3317,8160,12385,19140,29203
2503400,2009,16563,14919,NULL,NULL,NULL
182300,2009,NULL,NULL,NULL,NULL,NULL
178400,2009,10363,8756,13310,16152,16716
178500,2009,14008,17678,17666,20073,22028
341800,2009,9326,9453,10293,11305,11087
211600,2009,NULL,NULL,NULL,NULL,NULL
154500,2009,14147,14766,16084,17494,18747
223800,2009,13041,13948,15283,19359,20541
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
666100,2009,6688,7169,7374,2906,NULL
354100,2009,9015,10242,13266,14448,15187
211700,2009,20325,23206,26656,29505,31335
205800,2009,9545,10670,11903,12900,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
735000,2009,12093,13543,15409,16126,16406
233200,2009,10469,11510,13740,14873,14931
111300,2009,6693,NULL,NULL,NULL,NULL
2234900,2009,10545,10350,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
301002,2009,NULL,NULL,NULL,NULL,NULL
301000,2009,NULL,NULL,NULL,NULL,NULL
301004,2009,NULL,NULL,NULL,NULL,NULL
301003,2009,NULL,NULL,NULL,NULL,NULL
301005,2009,26573,24286,33267,27162,33267
003010A1  ,2009,NULL,NULL,NULL,NULL,NULL
1289100,2009,18226,19678,22059,22059,22059
1289102,2009,19387,20387,20811,NULL,NULL
1289101,2009,18305,21598,NULL,NULL,NULL
743000,2009,30632,32736,35677,38584,38584
3067000,2009,19017,20169,20565,NULL,NULL
3156400,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
961200,2009,8748,NULL,NULL,NULL,NULL
3513400,2009,7132,NULL,NULL,NULL,NULL
751800,2009,17510,18500,19550,20000,NULL
2562300,2009,10370,11200,NULL,NULL,NULL
2159100,2009,8260,NULL,NULL,NULL,NULL
754400,2009,14107,12079,15695,15118,14451
-2,2009,NULL,NULL,NULL,NULL,NULL
3559300,2009,NULL,NULL,NULL,NULL,NULL
290600,2009,5596,5631,9327,12949,13451
3068600,2009,23820,NULL,NULL,NULL,NULL
223900,2009,9108,10243,11157,12926,NULL
347700,2009,16989,15279,19267,17712,20326
163200,2009,NULL,NULL,NULL,NULL,NULL
134600,2009,7615,8742,11417,12593,12699
323500,2009,17696,19536,21245,23742,25631
2179902,2009,NULL,NULL,NULL,NULL,NULL
2179900,2009,35308,37466,38852,38852,38852
2179919,2009,NULL,NULL,NULL,NULL,NULL
021799A2  ,2009,NULL,NULL,NULL,NULL,NULL
2179905,2009,36023,NULL,NULL,NULL,NULL
2179932,2009,NULL,NULL,NULL,NULL,NULL
2179928,2009,36428,NULL,NULL,NULL,NULL
2179914,2009,NULL,NULL,NULL,NULL,NULL
2179916,2009,NULL,NULL,NULL,NULL,NULL
2179907,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2179935,2009,36486,NULL,NULL,NULL,NULL
2179929,2009,NULL,NULL,NULL,NULL,NULL
2179908,2009,NULL,NULL,NULL,NULL,NULL
2179918,2009,NULL,NULL,NULL,NULL,NULL
2179921,2009,NULL,NULL,NULL,NULL,NULL
2179913,2009,NULL,NULL,NULL,26852,NULL
2179909,2009,37671,NULL,38852,NULL,NULL
3125400,2009,32484,34415,35882,37203,37203
1647100,2009,39552,41091,43296,44125,44125
723600,2009,31277,33807,35383,36766,38010
723603,2009,30037,31680,33596,34394,33494
007236A3  ,2009,31408,31663,31074,34012,36885
2327600,2009,28671,28401,30894,34527,35557
723602,2009,28773,30639,33351,34951,34144
3125401,2009,30555,34230,36247,35346,36006
2179901,2009,25305,26384,28897,29001,29001
2179903,2009,NULL,NULL,NULL,NULL,NULL
972300,2009,8182,NULL,NULL,NULL,NULL
886400,2009,19800,22644,NULL,24060,NULL
1180200,2009,21489,19708,24115,NULL,NULL
1084700,2009,25542,26884,26326,NULL,NULL
001083A1  ,2009,NULL,NULL,NULL,NULL,NULL
711300,2009,13586,13582,20492,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3115000,2009,19637,20956,22110,22110,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
4120900,2009,36648,37077,37808,38863,38716
3695500,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
001081A1  ,2009,NULL,NULL,NULL,NULL,NULL
108102,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
108100,2009,5248,7882,11206,13265,14160
108101,2009,NULL,NULL,NULL,NULL,NULL
4131400,2009,NULL,NULL,NULL,NULL,NULL
107100,2009,8818,8975,7672,8172,NULL
108700,2009,14461,15503,17871,NULL,NULL
3997300,2009,12084,12168,13560,NULL,NULL
3005100,2009,11328,NULL,NULL,NULL,NULL
3023400,2009,20544,NULL,NULL,NULL,NULL
1286000,2009,6384,8674,9736,NULL,10918
2348200,2009,4052,4565,6508,NULL,NULL
109100,2009,5133,6442,8489,9393,9920
109000,2009,7341,9264,10456,10614,11276
109003,2009,13272,13905,14787,15099,15259
109002,2009,6267,7122,6628,8823,NULL
001090A1  ,2009,NULL,NULL,NULL,NULL,NULL
108900,2009,7694,8624,10816,11191,12161
2081400,2009,12003,12785,14347,15129,NULL
2521200,2009,19584,20232,21588,NULL,NULL
3159300,2009,17118,17118,NULL,NULL,NULL
154600,2009,11971,12673,15826,16178,15815
2257400,2009,22968,22980,23424,NULL,NULL
643500,2009,32472,34740,24732,47736,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
301100,2009,13286,18178,19206,21977,20561
111600,2009,37442,43612,42413,49128,47658
2363500,2009,14580,14676,15912,NULL,NULL
2538500,2009,15000,15204,NULL,NULL,NULL
2538502,2009,14472,14544,16008,NULL,NULL
2525900,2009,14352,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3816300,2009,15336,20184,20184,20184,20184
3095500,2009,19701,21218,23719,24820,26333
195300,2009,NULL,NULL,NULL,NULL,NULL
195200,2009,16131,16778,20114,22776,26094
4057300,2009,16011,17748,18522,18891,19080
403300,2009,7546,6873,10278,NULL,NULL
188100,2009,19955,20278,20119,19827,20261
199000,2009,5400,5914,8689,9586,9460
3117000,2009,12170,13360,14310,NULL,NULL
301200,2009,16219,18778,22080,25581,25343
2187900,2009,17184,19344,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2595600,2009,456,NULL,NULL,NULL,NULL
3012300,2009,8904,NULL,NULL,NULL,NULL
1115000,2009,4468,5765,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,7590,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1212000,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2506000,2009,NULL,5259,6119,NULL,NULL
902200,2009,12088,11200,12216,NULL,NULL
2553500,2009,15435,16079,16261,NULL,NULL
211800,2009,20922,19436,22896,26102,30035
-2,2009,NULL,NULL,NULL,NULL,NULL
3906300,2009,21168,21228,20532,23244,NULL
4038300,2009,22356,20837,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3544300,2009,8367,9549,11513,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
100800,2009,NULL,NULL,NULL,NULL,NULL
560000,2009,13241,14374,14988,NULL,NULL
3740400,2009,31836,33880,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3104500,2009,33888,35184,36084,36084,36084
1216500,2009,9145,9932,12507,13107,13463
2580200,2009,18816,22400,22680,22680,22680
854300,2009,4376,5589,7083,NULL,NULL
3173300,2009,NULL,NULL,NULL,NULL,NULL
2234600,2009,23256,25212,27348,NULL,NULL
259600,2009,8387,9475,12068,13095,10027
3429600,2009,NULL,NULL,NULL,NULL,NULL
1226300,2009,10932,11844,12888,NULL,NULL
2505400,2009,4758,5548,6783,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3468500,2009,26128,26328,26828,28628,28628
3051400,2009,NULL,8316,NULL,NULL,NULL
100900,2009,8686,11433,13334,14573,15356
831000,2009,7952,9657,12226,12016,12759
233400,2009,15349,31425,NULL,NULL,NULL
4021300,2009,5808,NULL,NULL,NULL,NULL
559900,2009,2931,3864,3905,4000,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
163300,2009,18431,19481,20805,23903,27412
345800,2009,11694,12658,15760,18532,19202
3727600,2009,39675,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
648700,2009,14568,16830,20678,20928,NULL
163400,2009,10126,11078,14662,17825,18389
354300,2009,26027,29429,32724,31363,33134
1201500,2009,6341,8038,9910,10740,10927
2362800,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
347800,2009,8408,9150,12875,13041,12896
354400,2009,NULL,NULL,NULL,NULL,NULL
737200,2009,12396,14076,14520,14520,NULL
2297702,2009,3745,4454,NULL,NULL,NULL
2297700,2009,3830,4758,NULL,NULL,NULL
2297701,2009,3933,4912,NULL,NULL,NULL
3075500,2009,3701,4845,NULL,NULL,NULL
1162100,2009,41610,42256,42712,42845,34865
1162101,2009,38532,41382,41420,43966,45410
834300,2009,14820,17316,18288,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2258600,2009,26052,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1085800,2009,27576,28488,29376,28092,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2519800,2009,21888,21248,21728,27248,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3691400,2009,NULL,NULL,NULL,NULL,NULL
3941300,2009,12683,13549,15621,17485,17188
3837300,2009,27533,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2258400,2009,14796,16440,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,27027,27720,30030,31009,31009
NULL,2009,30420,30420,29772,30420,30420
NULL,2009,29007,29051,30778,31130,31130
2600900,2009,14868,16416,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2117800,2009,13548,17376,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2123200,2009,19310,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3839300,2009,14704,15144,15768,16104,15960
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
4072300,2009,11452,12348,NULL,NULL,NULL
NULL,2009,18885,22230,23325,23160,23325
4119400,2009,21756,24936,24936,24936,24936
4134800,2009,11364,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
987300,2009,9758,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
492900,2009,NULL,NULL,NULL,NULL,NULL
598700,2009,NULL,NULL,NULL,NULL,NULL
370200,2009,16742,19045,20328,21231,15405
003702A1  ,2009,23572,22332,NULL,NULL,NULL
4038400,2009,30312,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3523300,2009,42801,42978,43271,43471,NULL
3126300,2009,36233,36233,36613,36727,37069
3573300,2009,46949,47101,47120,NULL,NULL
2596412,2009,41492,41791,41883,NULL,NULL
3176300,2009,42066,42104,42161,42256,42636
3616300,2009,46133,46359,47693,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3883400,2009,49343,49381,49400,49571,50407
NULL,2009,NULL,NULL,NULL,NULL,NULL
3110700,2009,36594,38836,39121,NULL,NULL
3986300,2009,48690,NULL,NULL,NULL,NULL
244900,2009,10514,12937,15138,15234,17179
3160300,2009,4524,NULL,NULL,NULL,NULL
826300,2009,16500,16668,17328,NULL,NULL
462100,2009,23910,25243,25564,NULL,NULL
111700,2009,18025,18383,23198,28060,29844
NULL,2009,NULL,NULL,NULL,NULL,NULL
1235900,2009,432,3276,NULL,NULL,NULL
212100,2009,14317,10398,18234,26521,38653
314700,2009,3583,5521,11019,NULL,NULL
1107400,2009,2470,4086,5518,7851,8403
NULL,2009,NULL,NULL,NULL,NULL,NULL
2622900,2009,3200,NULL,NULL,NULL,NULL
4081300,2009,6650,7200,6700,NULL,NULL
467300,2009,11795,12537,13787,16083,16107
467313,2009,14104,NULL,NULL,18473,NULL
467317,2009,11044,11625,12817,15602,15279
467305,2009,11464,11961,13375,15525,15905
467301,2009,11947,13039,13567,15625,NULL
467302,2009,10895,11750,13529,14703,15285
467309,2009,11642,11847,14025,15163,15851
467303,2009,11564,12444,14392,16019,16972
467304,2009,11347,11721,14446,16222,16855
467306,2009,11350,11073,14381,15377,14984
190300,2009,20380,19852,21362,21147,22529
111800,2009,2207,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1226801,2009,12444,12816,14340,NULL,NULL
1226800,2009,11076,11976,12912,NULL,NULL
3067400,2009,NULL,NULL,NULL,NULL,NULL
301400,2009,15466,16485,19385,21609,23189
178600,2009,7904,10072,14509,17109,17913
206100,2009,5351,6492,6848,NULL,NULL
3296300,2009,16870,17108,17241,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2494700,2009,21364,NULL,NULL,NULL,NULL
2337400,2009,26390,25194,27079,26260,NULL
266900,2009,NULL,NULL,NULL,NULL,NULL
1320800,2009,15451,11284,12973,14331,15598
3105200,2009,16968,17560,18715,18939,NULL
NULL,2009,12616,13261,14401,15050,14167
3440300,2009,7843,8900,6258,11024,12969
2331200,2009,NULL,NULL,NULL,NULL,NULL
3116900,2009,NULL,NULL,NULL,NULL,NULL
3733300,2009,4213,5147,NULL,8790,NULL
3010700,2009,14220,15456,16860,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
191700,2009,18078,18757,17569,NULL,NULL
267100,2009,11083,21894,23723,27295,36009
964500,2009,18518,20712,22226,28564,37498
270800,2009,6213,9163,20087,26050,41151
638900,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2518900,2009,17490,NULL,NULL,NULL,NULL
146600,2009,20936,28065,26749,30617,NULL
111900,2009,8603,NULL,NULL,NULL,NULL
290800,2009,21040,21852,22516,22530,21594
460800,2009,7655,8780,10301,11715,13108
2242500,2009,NULL,NULL,NULL,NULL,NULL
203600,2009,5888,12058,16945,25897,41046
530600,2009,11613,13343,16634,16631,9946
3730300,2009,1728,1373,2052,1827,1377
2335701,2009,16284,18834,19240,19388,19388
2335702,2009,5991,8312,8830,8830,8830
