OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
100500,2012,10795,11089,12517,11946,12402
546300,2012,8132,8258,8668,8403,9190
NULL,2012,NULL,NULL,NULL,NULL,NULL
360700,2012,NULL,NULL,NULL,NULL,NULL
884300,2012,5697,NULL,NULL,NULL,NULL
2541000,2012,17772,19028,NULL,NULL,NULL
4138600,2012,3529,NULL,NULL,NULL,NULL
106100,2012,31095,30708,34883,32633,34883
2170200,2012,16187,17013,17147,18717,NULL
288500,2012,20420,21083,27622,30652,30608
288600,2012,NULL,NULL,NULL,NULL,NULL
288700,2012,NULL,NULL,NULL,NULL,NULL
154400,2012,13070,13138,14089,14573,14678
560100,2012,1974,3133,4672,NULL,NULL
982200,2012,6647,7451,7074,NULL,NULL
137400,2012,21777,25213,26630,26334,30040
223500,2012,14723,15402,18865,22590,26427
322900,2012,19163,22552,29950,32882,33206
239600,2012,12687,13775,14152,15447,9687
380600,2012,14405,13883,15418,18538,16683
NULL,2012,19661,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3538300,2012,16397,17701,20313,20577,20577
554400,2012,12073,12447,15109,17102,17454
266800,2012,13781,17433,21171,24997,29052
2282300,2012,8359,9336,9981,NULL,NULL
195100,2012,11925,11925,11925,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
4174200,2012,7518,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2495502,2012,18841,19821,22795,23531,23531
2495500,2012,13134,14467,14710,16080,15508
3072400,2012,NULL,NULL,NULL,NULL,NULL
3493300,2012,12274,12758,17324,17824,17824
111100,2012,5319,NULL,NULL,NULL,NULL
205700,2012,8775,8932,9484,9486,8141
323000,2012,14846,17107,20452,24987,30822
3457300,2012,4154,NULL,6232,9119,NULL
3069100,2012,NULL,NULL,NULL,29032,NULL
190100,2012,4261,4988,7224,8441,8119
3358301,2012,24067,25249,26945,NULL,NULL
3358300,2012,24009,26940,27150,NULL,NULL
3358303,2012,19422,19530,21891,NULL,NULL
341700,2012,15002,15319,18122,20846,21202
NULL,2012,NULL,NULL,NULL,NULL,NULL
1111700,2012,NULL,NULL,NULL,NULL,NULL
4189300,2012,12878,15075,14550,NULL,17850
2324400,2012,4939,NULL,NULL,NULL,NULL
223600,2012,15822,16103,18506,20775,24291
223700,2012,1382,1971,4495,6643,6870
2290400,2012,7260,6616,9046,11051,11051
323300,2012,21840,23536,25199,27961,31032
383200,2012,13578,14309,16196,20074,21204
353900,2012,3696,4524,6273,8105,8704
3414500,2012,NULL,NULL,NULL,NULL,NULL
354000,2012,4100,4731,7282,9379,10030
NULL,2012,19742,NULL,NULL,NULL,NULL
4124700,2012,23610,NULL,23493,NULL,NULL
1081300,2012,12486,13295,14303,15103,NULL
3833300,2012,NULL,NULL,NULL,NULL,NULL
162800,2012,22642,24941,27677,30020,31885
4151500,2012,12039,14331,16114,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
746501,2012,34206,37706,40706,40873,42956
746500,2012,29207,31368,31860,36182,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3491400,2012,NULL,NULL,NULL,NULL,NULL
1046000,2012,13382,NULL,17700,NULL,NULL
112000,2012,NULL,NULL,NULL,NULL,NULL
4169900,2012,7340,7755,10330,NULL,NULL
1307400,2012,9485,10270,NULL,NULL,NULL
3903400,2012,7712,9636,10362,NULL,NULL
3030802,2012,13141,14779,17194,17879,NULL
3030800,2012,8791,8526,NULL,NULL,NULL
3030800,2012,8713,9463,11813,14263,NULL
4118700,2012,14224,NULL,NULL,NULL,NULL
2241801,2012,24916,25520,26827,28775,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2241800,2012,24106,24198,27241,28079,NULL
3359300,2012,27176,NULL,NULL,NULL,NULL
3971300,2012,24485,24718,27237,28112,28325
2106602,2012,NULL,NULL,NULL,NULL,NULL
3153300,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2309100,2012,11761,14479,11218,NULL,NULL
765800,2012,9865,11986,10321,14761,NULL
3144400,2012,10770,10600,12713,15038,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3078200,2012,NULL,NULL,NULL,NULL,NULL
2099200,2012,NULL,NULL,NULL,NULL,NULL
2303800,2012,6563,7177,NULL,NULL,NULL
2222000,2012,NULL,NULL,NULL,NULL,NULL
2289000,2012,9983,NULL,NULL,NULL,NULL
4176900,2012,13628,NULL,7740,NULL,NULL
2199900,2012,14815,16692,18942,NULL,NULL
2514100,2012,NULL,NULL,NULL,NULL,NULL
3534400,2012,21903,25259,22946,NULL,NULL
4016500,2012,10822,NULL,NULL,NULL,NULL
4148700,2012,17633,20126,NULL,NULL,NULL
3962300,2012,10276,11324,NULL,NULL,NULL
4136400,2012,14071,14981,14971,16971,16971
4060300,2012,7973,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2317800,2012,18913,19848,22284,20825,22037
2106601,2012,12263,13015,15847,17549,16399
3706300,2012,13805,14781,18489,18489,18489
NULL,2012,NULL,NULL,NULL,NULL,NULL
2106600,2012,12111,13207,14361,16784,16784
2113613,2012,18642,19808,22574,22957,22146
2113610,2012,18364,19420,NULL,23942,NULL
2113600,2012,17993,19135,20825,23073,23362
211400,2012,17796,18124,16245,22279,22691
274100,2012,38094,38094,43264,NULL,NULL
NULL,2012,12863,NULL,NULL,NULL,NULL
4159700,2012,23446,25399,27886,NULL,NULL
757200,2012,28447,31143,35594,37496,37507
372600,2012,16673,17647,19065,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
372610,2012,17344,NULL,NULL,NULL,NULL
372612,2012,18457,20082,NULL,NULL,NULL
372609,2012,18457,NULL,NULL,NULL,NULL
1048907,2012,16685,16185,20063,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
372611,2012,16105,NULL,NULL,NULL,NULL
3819300,2012,8776,8503,12537,12998,13790
123200,2012,5876,NULL,NULL,NULL,NULL
1001000,2012,892,613,999,NULL,3867
2601000,2012,10784,13132,NULL,NULL,NULL
2311200,2012,33583,33741,34130,36298,NULL
4127700,2012,NULL,16145,NULL,NULL,NULL
4176000,2012,2938,3300,NULL,NULL,NULL
4174800,2012,12386,12702,15478,NULL,NULL
143400,2012,21789,23799,25168,30068,41250
3225300,2012,NULL,66743,NULL,NULL,NULL
1194101,2012,10242,11252,12054,NULL,NULL
1194100,2012,9838,10649,13629,NULL,NULL
2270802,2012,33268,33681,34636,38084,38600
2270800,2012,12465,12635,14385,15285,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
211500,2012,3614,6248,11350,16818,43743
2503400,2012,6178,11419,NULL,NULL,NULL
182300,2012,NULL,NULL,NULL,NULL,NULL
178400,2012,15356,16179,17553,20961,20365
178500,2012,20006,21027,22400,23239,23677
341800,2012,15161,16413,18383,18572,20075
211600,2012,NULL,NULL,NULL,NULL,NULL
154500,2012,13904,14620,17419,16577,17084
223800,2012,15494,15296,18198,21728,23473
4160400,2012,14437,15407,19180,19180,NULL
4164400,2012,16028,15278,15953,19153,NULL
666100,2012,7039,7187,7621,NULL,NULL
354100,2012,9900,11246,14034,16365,16611
211700,2012,22170,22627,26664,27892,29476
205800,2012,11138,11826,14251,15423,15539
NULL,2012,9435,NULL,NULL,NULL,NULL
735000,2012,16208,16500,19470,20609,20929
233200,2012,13380,13991,16405,17976,18187
111300,2012,6137,NULL,NULL,NULL,NULL
2234900,2012,3829,4047,5919,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
301002,2012,NULL,NULL,NULL,NULL,NULL
301000,2012,NULL,NULL,NULL,NULL,NULL
301004,2012,NULL,NULL,NULL,NULL,NULL
301003,2012,NULL,NULL,NULL,NULL,NULL
301005,2012,25145,28154,25899,NULL,35087
803100,2012,NULL,NULL,NULL,NULL,NULL
1289100,2012,17138,15577,19991,21794,21794
1289102,2012,21607,22684,24084,26184,NULL
1289101,2012,20083,18977,NULL,NULL,NULL
743000,2012,22103,23920,26804,29046,30021
3067000,2012,16501,17812,21309,21529,21529
3156400,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
961200,2012,5841,NULL,NULL,NULL,NULL
3513400,2012,9043,9559,NULL,NULL,NULL
751800,2012,17391,19392,20296,21416,NULL
2562300,2012,8534,11541,NULL,NULL,NULL
2159100,2012,4970,NULL,NULL,NULL,NULL
754400,2012,11232,13054,12437,NULL,NULL
4180600,2012,NULL,NULL,NULL,NULL,NULL
3559300,2012,NULL,NULL,NULL,NULL,NULL
290600,2012,5559,6889,10828,15588,15859
3068600,2012,15637,16987,17937,21187,NULL
223900,2012,9769,11901,12822,10728,NULL
347700,2012,18246,20846,22590,22391,25663
163200,2012,NULL,NULL,NULL,NULL,NULL
134600,2012,7421,8323,10472,13221,13589
323500,2012,20926,19301,24385,26071,25165
2179902,2012,19930,19735,NULL,NULL,NULL
2179936,2012,19061,17856,22506,NULL,NULL
2179919,2012,18919,NULL,NULL,NULL,NULL
2179930,2012,NULL,NULL,NULL,24224,NULL
2179905,2012,21066,24591,NULL,NULL,NULL
2179932,2012,21646,NULL,26065,NULL,NULL
2179928,2012,22439,21876,25872,NULL,NULL
2179914,2012,19239,NULL,20100,NULL,NULL
2179900,2012,25476,NULL,NULL,NULL,NULL
2179907,2012,18580,18979,20779,NULL,NULL
2179907,2012,36041,36358,38437,40758,40966
2179935,2012,18134,17144,NULL,NULL,NULL
2179929,2012,25488,NULL,NULL,NULL,NULL
2179908,2012,20940,21220,NULL,NULL,NULL
2179918,2012,18684,20919,NULL,NULL,NULL
2179921,2012,NULL,24224,NULL,NULL,NULL
2179913,2012,24597,23709,NULL,NULL,NULL
2179909,2012,NULL,21024,NULL,NULL,NULL
2179938,2012,28018,28915,31479,33248,19419
2179948,2012,26907,27929,30392,31694,20195
2179941,2012,26773,27850,30526,32543,33383
2179944,2012,24209,23928,27046,29682,29913
2179945,2012,24421,23329,26396,28555,29074
2179947,2012,24863,25659,26729,30685,30451
2179943,2012,26149,26122,29634,30063,32249
2179939,2012,23883,24149,25116,28899,30535
2179901,2012,18273,19294,21792,22925,22330
2179903,2012,21449,NULL,NULL,NULL,NULL
972300,2012,10730,16679,20579,20579,20579
886400,2012,10752,10497,10322,NULL,NULL
1180200,2012,9236,NULL,11222,NULL,NULL
1084700,2012,18583,20184,21810,22117,23659
2598000,2012,NULL,NULL,NULL,NULL,NULL
711300,2012,21553,18104,22030,22101,24903
NULL,2012,NULL,NULL,NULL,NULL,NULL
3115000,2012,19956,21248,22040,22829,23432
NULL,2012,NULL,NULL,NULL,NULL,NULL
4120900,2012,34440,33323,38605,39172,39072
3695500,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
108100,2012,9671,10555,13560,15490,16562
NULL,2012,NULL,NULL,NULL,NULL,NULL
4131400,2012,NULL,NULL,NULL,NULL,NULL
107100,2012,8363,9094,10217,11259,NULL
108700,2012,17123,17347,18780,NULL,NULL
3997300,2012,9147,10647,11309,12350,8700
3005100,2012,5970,NULL,NULL,NULL,NULL
3023400,2012,15964,17127,NULL,NULL,NULL
1286000,2012,6121,6997,8420,NULL,NULL
2348200,2012,12782,13014,13509,13753,NULL
109100,2012,5260,6717,8340,9398,9653
109000,2012,8004,8522,9766,12065,11817
109003,2012,12641,14002,15727,16838,17438
109002,2012,4122,4534,7386,9122,8808
109000,2012,NULL,NULL,NULL,NULL,NULL
108900,2012,8671,7832,10080,11377,12051
2081400,2012,12129,14401,14576,17459,17001
2521200,2012,19695,20930,20829,NULL,NULL
3159300,2012,21215,21241,22194,NULL,NULL
154600,2012,11916,12640,15562,16680,16559
2257400,2012,12706,14490,16637,17548,NULL
643500,2012,12697,18696,15782,19493,19993
NULL,2012,NULL,NULL,NULL,NULL,NULL
301100,2012,12687,17989,18611,20991,20389
111600,2012,38025,38084,43096,44347,46561
2363500,2012,6397,NULL,NULL,NULL,NULL
2538500,2012,8907,NULL,NULL,NULL,NULL
2538502,2012,8003,NULL,NULL,NULL,NULL
2525900,2012,14211,NULL,NULL,NULL,NULL
3816301,2012,11631,14226,NULL,NULL,NULL
3816300,2012,11309,12606,NULL,NULL,NULL
3095500,2012,20916,21189,23609,26360,9013
195300,2012,NULL,NULL,NULL,NULL,NULL
195200,2012,17404,18325,23002,25003,28482
4057300,2012,15828,NULL,NULL,NULL,NULL
403300,2012,10957,11626,12303,15320,15734
188100,2012,18685,18631,14894,14163,16105
199000,2012,5401,5622,8151,9198,10070
3117000,2012,12899,14585,NULL,NULL,NULL
301200,2012,17639,18583,21676,24051,26286
2187900,2012,7783,11394,10675,12781,14450
NULL,2012,12846,8668,NULL,NULL,NULL
2595600,2012,NULL,NULL,NULL,NULL,NULL
3012300,2012,6581,NULL,NULL,NULL,NULL
1115000,2012,5255,5678,5921,9268,10472
NULL,2012,NULL,NULL,NULL,NULL,NULL
4080300,2012,NULL,NULL,NULL,NULL,NULL
2169900,2012,18887,NULL,NULL,NULL,NULL
1212000,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2506000,2012,9823,10003,10131,9316,NULL
902200,2012,16580,18931,19797,NULL,NULL
2553500,2012,21777,21783,NULL,NULL,NULL
211800,2012,18192,19596,22255,25570,30145
4152700,2012,5673,5673,5673,5673,NULL
4038303,2012,NULL,NULL,NULL,NULL,NULL
4038300,2012,25686,NULL,NULL,NULL,NULL
4178700,2012,12956,14691,13593,14908,14908
3544300,2012,4042,4466,NULL,NULL,NULL
NULL,2012,23141,22337,24537,NULL,NULL
100800,2012,NULL,NULL,NULL,NULL,NULL
560000,2012,5063,5867,7055,NULL,NULL
3740400,2012,20066,23300,NULL,NULL,NULL
4160200,2012,4896,NULL,NULL,NULL,NULL
3104500,2012,24515,24565,25322,30065,30065
1216500,2012,10393,11012,13621,15665,NULL
2580200,2012,15559,18473,18199,19680,19680
854300,2012,6207,6141,8826,10827,11054
3173300,2012,NULL,NULL,NULL,NULL,NULL
2234600,2012,18060,NULL,NULL,NULL,NULL
259600,2012,9961,NULL,NULL,NULL,NULL
3429600,2012,NULL,NULL,NULL,NULL,NULL
1226300,2012,6497,9269,9714,NULL,NULL
2505400,2012,3406,5293,6302,8824,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3468500,2012,31619,33161,33736,36236,NULL
3051400,2012,9689,NULL,NULL,NULL,NULL
100900,2012,11709,14009,16427,18315,19611
831000,2012,9611,10105,13572,14564,14615
233400,2012,15815,16329,19770,25138,26340
4021300,2012,7190,NULL,NULL,NULL,NULL
559900,2012,5256,6200,8010,11357,11607
NULL,2012,NULL,NULL,NULL,NULL,NULL
163300,2012,16232,17872,20745,24166,26750
345800,2012,13981,14162,16692,19417,19969
3727600,2012,26015,26465,28769,29778,29667
3776300,2012,23921,24003,24003,24003,24003
648700,2012,13228,NULL,NULL,NULL,NULL
163400,2012,13575,14179,15408,19074,20896
354300,2012,17150,17366,20692,24857,28287
1201500,2012,6498,7751,10778,12090,12338
2362800,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,13477,6622,10506,10113,9032
347800,2012,8510,10572,13420,14603,14957
354400,2012,NULL,NULL,NULL,NULL,NULL
737200,2012,13153,14159,15470,15989,15989
2297702,2012,5280,6711,9532,NULL,NULL
2297700,2012,5038,5853,7513,9596,10696
2297701,2012,5086,6086,8634,NULL,NULL
2297705,2012,5277,6137,7213,11013,NULL
1162100,2012,10646,13104,12554,16523,17097
1162101,2012,10926,11322,15326,15688,17538
834300,2012,NULL,NULL,NULL,NULL,NULL
4160500,2012,3256,894,NULL,NULL,NULL
2258600,2012,14364,16050,NULL,NULL,NULL
1085802,2012,9572,9995,10018,12553,12793
1085800,2012,10749,10727,13342,14567,14567
1085801,2012,10154,12033,13575,13740,14160
2519800,2012,14190,15116,16441,18741,NULL
4171700,2012,10811,12682,13627,13953,13953
3691400,2012,NULL,NULL,NULL,NULL,NULL
3941300,2012,16329,15270,16877,19348,21581
3837300,2012,15770,18675,18675,16825,NULL
4155900,2012,17603,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2258400,2012,10216,11471,14471,15043,15043
4176700,2012,20926,18836,NULL,NULL,NULL
4140700,2012,12613,14662,16713,17354,17732
4141000,2012,19472,19459,19590,18670,19590
4137800,2012,13347,14599,16429,17729,18037
2600900,2012,11701,13021,15268,16014,16014
4167100,2012,9332,12314,13999,14072,14072
4203300,2012,17024,NULL,18079,17854,NULL
2117800,2012,11524,12807,14963,15363,15863
3837301,2012,18154,17468,20802,21535,21535
NULL,2012,NULL,NULL,NULL,NULL,NULL
2123200,2012,11719,13069,15729,16124,16808
4174500,2012,10838,11344,12091,12191,NULL
3839300,2012,21184,21845,23961,24554,24696
NULL,2012,NULL,NULL,NULL,NULL,NULL
4171400,2012,13588,14861,15437,16896,16009
4072300,2012,12512,13642,14849,16051,16180
4142300,2012,8330,12019,13069,NULL,NULL
4119400,2012,16612,17442,19293,19450,20325
4134800,2012,12607,13519,14350,16100,16100
NULL,2012,18142,15611,21161,21161,NULL
987300,2012,5641,5477,10594,11027,NULL
4160700,2012,19628,NULL,NULL,NULL,21994
492900,2012,NULL,NULL,NULL,NULL,NULL
598700,2012,NULL,NULL,NULL,NULL,NULL
370200,2012,16443,16369,18596,14796,22090
370200,2012,19373,22107,21548,24923,NULL
4038400,2012,18477,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3523300,2012,18892,19637,21296,23633,23633
3126300,2012,20671,21243,23784,25127,NULL
3573300,2012,20290,21677,25027,23477,25127
4146700,2012,18895,19871,21989,23392,23392
3176300,2012,19922,20824,23086,25044,25044
3616300,2012,20029,21410,NULL,NULL,24585
NULL,2012,NULL,NULL,NULL,NULL,NULL
3883400,2012,19664,20822,23277,NULL,23907
4156400,2012,19572,21655,23578,24088,NULL
3110700,2012,19935,20114,23393,24126,24126
3986300,2012,70675,72484,73262,NULL,NULL
244900,2012,16543,16125,18701,20668,22475
3160300,2012,12041,15041,17858,NULL,NULL
826300,2012,19500,21492,21718,NULL,NULL
462100,2012,21000,23616,23787,NULL,NULL
111700,2012,22018,22805,25818,29677,33590
111700,2012,23947,16938,25395,NULL,NULL
1235900,2012,925,NULL,NULL,NULL,NULL
212100,2012,18789,18510,21354,24503,43559
314700,2012,16551,16582,19114,20269,21457
1107400,2012,4597,5284,7548,9959,10291
NULL,2012,9000,9875,11762,11100,NULL
2622900,2012,4000,NULL,NULL,NULL,NULL
4081300,2012,9150,2033,6150,NULL,NULL
467300,2012,10732,10885,13617,14792,16869
467313,2012,15975,15977,18156,22300,22300
467317,2012,11467,12256,14706,17371,18235
467305,2012,11411,11409,13560,14962,17583
467301,2012,11217,11555,14042,16414,16855
467302,2012,11193,11636,13153,15353,15525
467309,2012,11428,12192,13638,16703,17279
467303,2012,11624,12584,13869,15643,16657
467304,2012,11408,11979,13750,16246,16962
467306,2012,9142,10180,13276,14815,14417
190300,2012,17951,14228,17852,19876,21041
111800,2012,2936,NULL,NULL,NULL,NULL
3110800,2012,NULL,NULL,NULL,NULL,NULL
1226801,2012,6694,7918,NULL,NULL,NULL
1226800,2012,4884,9390,NULL,NULL,NULL
3067400,2012,NULL,NULL,NULL,NULL,NULL
301400,2012,15313,17080,19448,22152,23230
178600,2012,9038,11235,15723,18776,19417
206100,2012,6541,7067,7681,9117,NULL
3296300,2012,17733,18191,19497,NULL,NULL
3296301,2012,17619,19449,20047,20583,NULL
2494700,2012,9271,9338,NULL,NULL,NULL
2337400,2012,NULL,NULL,NULL,NULL,NULL
266900,2012,NULL,NULL,NULL,NULL,NULL
1320800,2012,10566,11740,13948,15276,15898
3105200,2012,11941,14777,15805,16581,17706
660600,2012,NULL,NULL,NULL,NULL,NULL
3440300,2012,11937,5929,13300,15812,17229
2331200,2012,1673,2123,NULL,5823,NULL
3116900,2012,NULL,NULL,NULL,NULL,NULL
3733300,2012,11577,13607,13415,NULL,NULL
3010700,2012,10358,11652,13837,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
191700,2012,8512,8653,11233,13411,13751
267100,2012,23375,28493,28040,35131,44228
964500,2012,28125,23228,26104,26703,36749
270800,2012,10190,14961,15723,26680,42216
638900,2012,NULL,NULL,NULL,NULL,NULL
4164900,2012,15318,18176,18176,NULL,NULL
2518900,2012,10537,10131,8948,NULL,NULL
146600,2012,16578,17567,21275,26265,28217
111900,2012,7452,NULL,NULL,NULL,NULL
290800,2012,19350,20775,20735,24725,24837
460800,2012,6024,6053,8788,9987,9474
2242500,2012,NULL,NULL,NULL,NULL,NULL
203600,2012,9095,6818,14764,21610,36271
530600,2012,5936,7053,8976,12318,12093
3730300,2012,4725,5573,4727,3575,NULL
2335701,2012,NULL,NULL,NULL,NULL,NULL
2335702,2012,NULL,NULL,NULL,NULL,NULL
2197500,2012,NULL,NULL,NULL,NULL,NULL
1157400,2012,22448,23238,23392,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
224000,2012,5912,7175,9555,11643,11866
3066600,2012,4274,3572,5276,7635,NULL
212200,2012,16768,17103,21170,23586,25230
396500,2012,23330,24716,25376,27914,26116
2338200,2012,25076,27876,28110,30464,30464
3758300,2012,4041,6477,3252,NULL,NULL
494900,2012,NULL,NULL,NULL,NULL,NULL
354500,2012,21454,23653,25634,27643,31904
2285700,2012,3401,NULL,NULL,NULL,NULL
