OPEID,InstitutionName,PublicPrivate
525400,LANIER TECHNICAL COLLEGE,PUBLIC
777900,LANSDALE SCHOOL OF BUSINESS,PRIVATE
2292700,LANSDALE SCHOOL OF COSMETOLOGY INC,PRIVATE
227800,LANSING COMMUNITY COLLEGE,PUBLIC
925900,LARAMIE COUNTY COMMUNITY COLLEGE,PUBLIC
1229700,LAREDO BEAUTY COLLEGE INC,PRIVATE
358200,LAREDO COMMUNITY COLLEGE,PUBLIC
3035700,LAS POSITAS COLLEGE,PUBLIC
215800,LASELL COLLEGE,PRIVATE
121700,LASSEN COMMUNITY COLLEGE,PUBLIC
367200,LATTER-DAY SAINTS BUSINESS COLLEGE,PRIVATE
2546200,LAUREL BUSINESS INSTITUTE,PRIVATE
2092500,LAUREL TECHNICAL INSTITUTE,PRIVATE
293500,LAUREL UNIVERSITY,PRIVATE
633100,LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,PRIVATE
227900,LAWRENCE TECHNOLOGICAL UNIVERSITY,PRIVATE
385600,LAWRENCE UNIVERSITY,PRIVATE
105900,LAWSON STATE COMMUNITY COLLEGE-BIRMINGHAM CAMPUS,PUBLIC
3022601,LE CORDON BLEU COLLEGE OF CULINARY ARTS-ATLANTA,PRIVATE
2569300,LE CORDON BLEU COLLEGE OF CULINARY ARTS-AUSTIN,PRIVATE
3006802,LE CORDON BLEU COLLEGE OF CULINARY ARTS-CAMBRIDGE,PRIVATE
2352200,LE CORDON BLEU COLLEGE OF CULINARY ARTS-CHICAGO,PRIVATE
2569302,LE CORDON BLEU COLLEGE OF CULINARY ARTS-DALLAS,PRIVATE
2616703,LE CORDON BLEU COLLEGE OF CULINARY ARTS-LAS VEGAS,PRIVATE
3006801,LE CORDON BLEU COLLEGE OF CULINARY ARTS-MIAMI,PRIVATE
3022602,LE CORDON BLEU COLLEGE OF CULINARY ARTS-MINNEAPOLIS,PRIVATE
3031403,LE CORDON BLEU COLLEGE OF CULINARY ARTS-ORLANDO,PRIVATE
3210300,LE CORDON BLEU COLLEGE OF CULINARY ARTS-PASADENA,PRIVATE
3022600,LE CORDON BLEU COLLEGE OF CULINARY ARTS-PORTLAND,PRIVATE
2569303,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SACRAMENTO,PRIVATE
2220200,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SAN FRANCISCO,PRIVATE
2616700,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SCOTTSDALE,PRIVATE
2569304,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SEATTLE,PRIVATE
274800,LE MOYNE COLLEGE,PRIVATE
350100,LE MOYNE-OWEN COLLEGE,PRIVATE
2330300,LEBANON COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PRIVATE
328800,LEBANON VALLEY COLLEGE,PRIVATE
358300,LEE COLLEGE,PUBLIC
350000,LEE UNIVERSITY,PRIVATE
3096400,LEECH LAKE TRIBAL COLLEGE,PUBLIC
2525800,LEES SCHOOL OF COSMETOLOGY,PRIVATE
293900,LEES-MCRAE COLLEGE,PRIVATE
454900,LEEWARD COMMUNITY COLLEGE,PUBLIC
3746300,LEGRAND INSTITUTE OF COSMETOLOGY INC,PRIVATE
681000,LEHIGH CARBON COMMUNITY COLLEGE,PUBLIC
328900,LEHIGH UNIVERSITY,PRIVATE
2282500,LENAPE TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,PRIVATE
294000,LENOIR COMMUNITY COLLEGE,PUBLIC
294100,LENOIR-RHYNE UNIVERSITY,PRIVATE
1192600,LEONS BEAUTY SCHOOL INC,PRIVATE
216000,LESLEY UNIVERSITY,PRIVATE
3552300,LESTON COLLEGE,PRIVATE
358400,LETOURNEAU UNIVERSITY,PRIVATE
2118000,LEVITTOWN BEAUTY ACADEMY,PRIVATE
319700,LEWIS & CLARK COLLEGE,PRIVATE
1002000,LEWIS AND CLARK COMMUNITY COLLEGE,PUBLIC
170700,LEWIS UNIVERSITY,PRIVATE
162100,LEWIS-CLARK STATE COLLEGE,PUBLIC
2142200,LEX LA-RAY TECHNICAL CENTER,PRIVATE
4123900,LEXINGTON HEALING ARTS ACADEMY,NULL
197100,LEXINGTON THEOLOGICAL SEMINARY,NULL
3433500,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,PRIVATE
2053000,LIBERTY UNIVERSITY,PRIVATE
2195800,LICEO DE ARTE Y TECNOLOGIA,PRIVATE
3025900,LICEO DE ARTE-DISE-O Y COMERCIO,PRIVATE
2228500,LIFE CHIROPRACTIC COLLEGE WEST,NULL
2270600,LIFE PACIFIC COLLEGE,PRIVATE
2074800,LIFE UNIVERSITY,PRIVATE
746600,LIM COLLEGE,PRIVATE
343600,LIMESTONE COLLEGE,PRIVATE
170800,LINCOLN CHRISTIAN UNIVERSITY,PRIVATE
170900,LINCOLN COLLEGE,PRIVATE
940700,LINCOLN COLLEGE OF NEW ENGLAND-SOUTHINGTON,PRIVATE
793600,LINCOLN COLLEGE OF TECHNOLOGY-COLUMBIA,PRIVATE
754700,LINCOLN COLLEGE OF TECHNOLOGY-DENVER,PRIVATE
835300,LINCOLN COLLEGE OF TECHNOLOGY-GRAND PRAIRIE,PRIVATE
793800,LINCOLN COLLEGE OF TECHNOLOGY-INDIANAPOLIS,PRIVATE
3232304,LINCOLN COLLEGE OF TECHNOLOGY-MARIETTA,PRIVATE
1031600,LINCOLN COLLEGE OF TECHNOLOGY-MELROSE PARK,PRIVATE
744000,LINCOLN COLLEGE OF TECHNOLOGY-NASHVILLE,PRIVATE
2280800,LINCOLN COLLEGE OF TECHNOLOGY-WEST PALM BEACH,PRIVATE
717000,LINCOLN LAND COMMUNITY COLLEGE,PUBLIC
350200,LINCOLN MEMORIAL UNIVERSITY,PRIVATE
775900,LINCOLN TECHNICAL INSTITUTE-ALLENTOWN,PRIVATE
3232302,LINCOLN TECHNICAL INSTITUTE-BROCKTON,PRIVATE
1246104,LINCOLN TECHNICAL INSTITUTE-CENTER CITY PHILADELPHIA,PRIVATE
2228800,LINCOLN TECHNICAL INSTITUTE-EAST WINDSOR,PRIVATE
1246100,LINCOLN TECHNICAL INSTITUTE-EDISON,PRIVATE
3390300,LINCOLN TECHNICAL INSTITUTE-FERN PARK,PRIVATE
3316300,LINCOLN TECHNICAL INSTITUTE-HARTFORD,PRIVATE
3232300,LINCOLN TECHNICAL INSTITUTE-LINCOLN,PRIVATE
3196302,LINCOLN TECHNICAL INSTITUTE-LOWELL,PRIVATE
750601,LINCOLN TECHNICAL INSTITUTE-MAHWAH,PRIVATE
1246102,LINCOLN TECHNICAL INSTITUTE-MOORESTOWN,PRIVATE
730300,LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,PRIVATE
1246105,LINCOLN TECHNICAL INSTITUTE-NORTHEAST PHILADELPHIA,PRIVATE
1246103,LINCOLN TECHNICAL INSTITUTE-PARAMUS,PRIVATE
783200,LINCOLN TECHNICAL INSTITUTE-PHILADELPHIA,PRIVATE
730303,LINCOLN TECHNICAL INSTITUTE-SHELTON,PRIVATE
3196300,LINCOLN TECHNICAL INSTITUTE-SOMERVILLE,PRIVATE
2291000,LINCOLN TECHNICAL INSTITUTE-SOUTH PLAINFIELD,PRIVATE
750600,LINCOLN TECHNICAL INSTITUTE-UNION,PRIVATE
750602,LINCOLN TECHNICAL INSTITUTE-WHITESTONE,PRIVATE
978600,LINCOLN TRAIL COLLEGE,PUBLIC
247900,LINCOLN UNIVERSITY,PUBLIC
697500,LINCOLN UNIVERSITY,PRIVATE
329000,LINCOLN UNIVERSITY,PUBLIC
248000,LINDENWOOD UNIVERSITY,PRIVATE
558600,LINDSEY HOPKINS TECHNICAL COLLEGE,PRIVATE
197200,LINDSEY WILSON COLLEGE,PRIVATE
319800,LINFIELD COLLEGE-MCMINNVILLE CAMPUS,PRIVATE
319801,LINFIELD COLLEGE-SCHOOL OF NURSING,NULL
693800,LINN-BENTON COMMUNITY COLLEGE,PUBLIC
348600,LIPSCOMB UNIVERSITY,PRIVATE
2286600,LITTLE BIG HORN COLLEGE,PUBLIC
3323300,LITTLE PRIEST TRIBAL COLLEGE,PRIVATE
275101,LIU BRENTWOOD,NULL
275116,LIU BROOKLYN,PRIVATE
275102,LIU HUDSON AT ROCKLAND,NULL
275124,LIU HUDSON AT WESTCHESTER,NULL
275100,LIU POST,PRIVATE
558500,LIVELY TECHNICAL CENTER,PRIVATE
3109000,LIVING ARTS COLLEGE,PRIVATE
294200,LIVINGSTONE COLLEGE,PRIVATE
332300,LOCK HAVEN UNIVERSITY,PUBLIC
470300,LOGAN UNIVERSITY,NULL
121800,LOMA LINDA UNIVERSITY,NULL
1114500,LONE STAR COLLEGE SYSTEM,PUBLIC
121900,LONG BEACH CITY COLLEGE,PUBLIC
738700,LONG ISLAND BEAUTY SCHOOL-HAUPPAUGE,PRIVATE
738800,LONG ISLAND BEAUTY SCHOOL-HEMPSTEAD,PRIVATE
2093700,LONG ISLAND BUSINESS INSTITUTE,PRIVATE
371900,LONGWOOD UNIVERSITY,PUBLIC
2143000,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,PRIVATE
306800,LORAIN COUNTY COMMUNITY COLLEGE,PUBLIC
2603800,LORAIN COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,PRIVATE
1016100,LORAINES ACADEMY & SPA,PRIVATE
187300,LORAS COLLEGE,PRIVATE
865900,LORD FAIRFAX COMMUNITY COLLEGE,PUBLIC
1323400,LORENZO WALKER TECHNICAL COLLEGE,PRIVATE
122300,LOS ANGELES CITY COLLEGE,PUBLIC
3868400,LOS ANGELES COLLEGE OF MUSIC,PRIVATE
616500,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,NULL
4037300,LOS ANGELES FILM SCHOOL,PRIVATE
122400,LOS ANGELES HARBOR COLLEGE,PUBLIC
1255000,LOS ANGELES MISSION COLLEGE,PUBLIC
2570300,LOS ANGELES ORT COLLEGE-LOS ANGELES CAMPUS,PRIVATE
2570301,LOS ANGELES ORT COLLEGE-VAN NUYS CAMPUS,PRIVATE
122600,LOS ANGELES PIERCE COLLEGE,PUBLIC
704700,LOS ANGELES SOUTHWEST COLLEGE,PUBLIC
122700,LOS ANGELES TRADE TECHNICAL COLLEGE,PUBLIC
122800,LOS ANGELES VALLEY COLLEGE,PUBLIC
1034000,LOS MEDANOS COLLEGE,PUBLIC
294300,LOUISBURG COLLEGE,PRIVATE
2536400,LOUISIANA ACADEMY OF BEAUTY,PRIVATE
200700,LOUISIANA COLLEGE,PRIVATE
4112300,LOUISIANA CULINARY INSTITUTE,PRIVATE
201000,LOUISIANA STATE UNIVERSITY AND AGRICULTURAL & MECHANICAL COLLEGE,PUBLIC
201400,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-NEW ORLEANS,NULL
806700,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT,NULL
201100,LOUISIANA STATE UNIVERSITY-ALEXANDRIA,PUBLIC
201200,LOUISIANA STATE UNIVERSITY-EUNICE,PUBLIC
201300,LOUISIANA STATE UNIVERSITY-SHREVEPORT,PUBLIC
200800,LOUISIANA TECH UNIVERSITY,PUBLIC
197400,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,NULL
306900,LOURDES UNIVERSITY,PRIVATE
989900,LOWELL ACADEMY HAIRSTYLING INSTITUTE,PRIVATE
378200,LOWER COLUMBIA COLLEGE,PUBLIC
1164900,LOYOLA MARYMOUNT UNIVERSITY,PRIVATE
171000,LOYOLA UNIVERSITY CHICAGO,PRIVATE
207800,LOYOLA UNIVERSITY MARYLAND,PRIVATE
201600,LOYOLA UNIVERSITY NEW ORLEANS,PRIVATE
358600,LUBBOCK CHRISTIAN UNIVERSITY,PRIVATE
3520300,LUBBOCK HAIR ACADEMY,PRIVATE
996200,LUNA COMMUNITY COLLEGE,PUBLIC
898800,LURLEEN B WALLACE COMMUNITY COLLEGE,PUBLIC
187400,LUTHER COLLEGE,PRIVATE
3100900,LUTHER RICE UNIVERSITY & SEMINARY,PRIVATE
235700,LUTHER SEMINARY,NULL
171200,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,NULL
329100,LUTHERAN THEOLOGICAL SEMINARY AT GETTYSBURG,NULL
329200,LUTHERAN THEOLOGICAL SEMINARY AT PHILADELPHIA,NULL
681100,LUZERNE COUNTY COMMUNITY COLLEGE,PUBLIC
329300,LYCOMING COLLEGE,PRIVATE
714200,LYLES FRESNO COLLEGE OF BEAUTY,PRIVATE
372000,LYNCHBURG COLLEGE,PRIVATE
368900,LYNDON STATE COLLEGE,PUBLIC
150500,LYNN UNIVERSITY,PRIVATE
108800,LYON COLLEGE,PRIVATE
1324000,LYTLES REDWOOD EMPIRE BEAUTY COLLEGE INC,PRIVATE
1321800,M J MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT,PRIVATE
3570400,M-DCPS THE ENGLISH CENTER,PRIVATE
235800,MACALESTER COLLEGE,PRIVATE
171600,MACCORMAC COLLEGE,PRIVATE
1302600,MACHZIKEI HADATH RABBINICAL COLLEGE,PRIVATE
171700,MACMURRAY COLLEGE,PRIVATE
890600,MACOMB COMMUNITY COLLEGE,PUBLIC
3023700,MADISON ADULT CAREER CENTER,PRIVATE
400700,MADISON AREA TECHNICAL COLLEGE,PUBLIC
1091300,MADISON MEDIA INSTITUTE,PRIVATE
854500,MADISON MEDIA INSTITUTE-ROCKFORD CAREER COLLEGE,PRIVATE
2126300,MADISON ONEIDA BOCES-PRACTICAL NURSING PROGRAM,PRIVATE
901000,MADISONVILLE COMMUNITY COLLEGE,PUBLIC
228200,MADONNA UNIVERSITY,PRIVATE
2320800,MAGNOLIA COLLEGE OF COSMETOLOGY,PRIVATE
1111300,MAHARISHI UNIVERSITY OF MANAGEMENT,PRIVATE
2568600,MAHONING COUNTY CAREER AND TECHNICAL CENTER,PRIVATE
1167300,MAINE COLLEGE OF ART,PRIVATE
630501,MAINE COLLEGE OF HEALTH PROFESSIONS,PRIVATE
204400,MAINE MARITIME ACADEMY,PUBLIC
4092400,MAKE-UP DESIGNORY,PRIVATE
307200,MALONE UNIVERSITY,PRIVATE
4128400,MANAGEMENT RESOURCES COLLEGE,PRIVATE
561200,MANATEE TECHNICAL COLLEGE,PRIVATE
139200,MANCHESTER COMMUNITY COLLEGE,PUBLIC
258200,MANCHESTER COMMUNITY COLLEGE,PUBLIC
182000,MANCHESTER UNIVERSITY,PRIVATE
740100,MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,PRIVATE
550000,MANHATTAN AREA TECHNICAL COLLEGE,PUBLIC
193100,MANHATTAN CHRISTIAN COLLEGE,PRIVATE
275800,MANHATTAN COLLEGE,PRIVATE
3193300,MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,PRIVATE
275900,MANHATTAN SCHOOL OF MUSIC,PRIVATE
276000,MANHATTANVILLE COLLEGE,PRIVATE
329400,MANOR COLLEGE,PRIVATE
1204200,MANSFIELD BEAUTY SCHOOLS-QUINCY,PRIVATE
1206800,MANSFIELD BEAUTY SCHOOLS-SPRINGFIELD,PRIVATE
332400,MANSFIELD UNIVERSITY OF PENNSYLVANIA,PUBLIC
4125500,MANUEL AND THERESA''S SCHOOL OF HAIR DESIGN-BRYAN,PRIVATE
3822400,MAPLE SPRINGS BAPTIST BIBLE COLLEGE AND SEMINARY,NULL
2317200,MARANATHA BAPTIST UNIVERSITY,PRIVATE
2125200,MARGARET H ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,NULL
3254300,MARGARET''S HAIR ACADEMY INC,PRIVATE
276300,MARIA COLLEGE OF ALBANY,PRIVATE
3440400,MARIAN HEALTH CAREERS CENTER-LOS ANGELES CAMPUS,PRIVATE
386100,MARIAN UNIVERSITY,PRIVATE
182100,MARIAN UNIVERSITY,PRIVATE
830302,MARICOPA SKILL CENTER,PRIVATE
307300,MARIETTA COLLEGE,PRIVATE
3103900,MARION COUNTY COMMUNITY TECHNICAL AND ADULT EDUCATION CENTER,PRIVATE
102600,MARION MILITARY INSTITUTE,PUBLIC
2160100,MARION S WHELAN SCHOOL OF NURSING OF GENEVA GENERAL HOSPITAL,PRIVATE
1073600,MARION TECHNICAL COLLEGE,PUBLIC
276500,MARIST COLLEGE,PRIVATE
369000,MARLBORO COLLEGE,PRIVATE
369001,MARLBORO COLLEGE GRADUATE & PROFESSIONAL STUDIES,NULL
386300,MARQUETTE UNIVERSITY,PRIVATE
294400,MARS HILL UNIVERSITY,PRIVATE
123000,MARSHALL B KETCHUM UNIVERSITY,NULL
381500,MARSHALL UNIVERSITY,PUBLIC
187500,MARSHALLTOWN COMMUNITY COLLEGE,PUBLIC
798800,MARTIN COMMUNITY COLLEGE,PUBLIC
236100,MARTIN LUTHER COLLEGE,PRIVATE
350400,MARTIN METHODIST COLLEGE,PRIVATE
2140800,MARTIN UNIVERSITY,PRIVATE
372300,MARY BALDWIN COLLEGE,PRIVATE
228400,MARYGROVE COLLEGE,PRIVATE
2495100,MARYLAND BEAUTY ACADEMY,PRIVATE
2331000,MARYLAND BEAUTY ACADEMY OF ESSEX,PRIVATE
208000,MARYLAND INSTITUTE COLLEGE OF ART,PRIVATE
2578400,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,NULL
319900,MARYLHURST UNIVERSITY,PRIVATE
1047400,MARYMOUNT CALIFORNIA UNIVERSITY,PRIVATE
276900,MARYMOUNT MANHATTAN COLLEGE,PRIVATE
372400,MARYMOUNT UNIVERSITY,PRIVATE
350500,MARYVILLE COLLEGE,PRIVATE
248200,MARYVILLE UNIVERSITY OF SAINT LOUIS,PRIVATE
329600,MARYWOOD UNIVERSITY,PRIVATE
217100,MASSACHUSETTS BAY COMMUNITY COLLEGE,PUBLIC
218000,MASSACHUSETTS COLLEGE OF ART AND DESIGN,PUBLIC
218700,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,PUBLIC
2137200,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP,NULL
217800,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,PRIVATE
218100,MASSACHUSETTS MARITIME ACADEMY,PUBLIC
2092100,MASSACHUSETTS SCHOOL OF BARBERING,PRIVATE
3235300,MASSACHUSETTS SCHOOL OF LAW,NULL
3976300,MASSAGE THERAPY INSTITUTE OF COLORADO,PRIVATE
3944300,MASSAGE THERAPY TRAININING INSTITUTE,PRIVATE
217700,MASSASOIT COMMUNITY COLLEGE,PUBLIC
1119700,MAYLAND COMMUNITY COLLEGE,PUBLIC
1173206,MAYO GRADUATE SCHOOL,NULL
1173200,MAYO MEDICAL SCHOOL,NULL
1173201,MAYO SCHOOL OF HEALTH SCIENCES,NULL
696000,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,PUBLIC
299300,MAYVILLE STATE UNIVERSITY,PUBLIC
2063100,MBTI BUSINESS TRAINING INSTITUTE,PRIVATE
489800,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PRIVATE
172100,MCCORMICK THEOLOGICAL SEMINARY,NULL
210900,MCDANIEL COLLEGE,PRIVATE
808500,MCDOWELL TECHNICAL COMMUNITY COLLEGE,PUBLIC
769100,MCHENRY COUNTY COLLEGE,PUBLIC
172200,MCKENDREE UNIVERSITY,PRIVATE
359000,MCLENNAN COMMUNITY COLLEGE,PUBLIC
359100,MCMURRY UNIVERSITY,PRIVATE
3001200,MCNALLY SMITH COLLEGE OF MUSIC,PRIVATE
201700,MCNEESE STATE UNIVERSITY,PUBLIC
193300,MCPHERSON COLLEGE,PRIVATE
216500,MCPHS UNIVERSITY,PRIVATE
172300,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,NULL
3025500,MECH-TECH COLLEGE,PRIVATE
2100300,MED-ASSIST SCHOOL OF HAWAII INC,PRIVATE
277700,MEDAILLE COLLEGE,PRIVATE
2453500,MEDICAL COLLEGE OF WISCONSIN,NULL
3763300,MEDICAL PROFESSIONAL INSTITUTE,PRIVATE
3356300,MEDICAL TRAINING COLLEGE,PRIVATE
343800,MEDICAL UNIVERSITY OF SOUTH CAROLINA,NULL
2210800,MEDINA COUNTY CAREER CENTER,PRIVATE
736200,MEDTECH COLLEGE,PRIVATE
2588900,MEDTECH INSTITUTE,PRIVATE
3804400,MEDTECH INSTITUTE-ATLANTA CAMPUS,PRIVATE
350600,MEHARRY MEDICAL COLLEGE,NULL
1220300,MEMORIAL COLLEGE OF NURSING,NULL
1167700,MEMORIAL HOSPITAL SCHOOL OF RADIATION THERAPY TECHNOLOGY,NULL
350700,MEMPHIS COLLEGE OF ART,PRIVATE
3701300,MEMPHIS INSTITUTE OF BARBERING,PRIVATE
1052900,MEMPHIS THEOLOGICAL SEMINARY,NULL
1167200,MENDOCINO COLLEGE,PUBLIC
123600,MENLO COLLEGE,PRIVATE
123700,MERCED COLLEGE,PUBLIC
2362300,MERCER COUNTY CAREER CENTER,PRIVATE
474000,MERCER COUNTY COMMUNITY COLLEGE,PUBLIC
2535500,MERCER COUNTY TECHNICAL EDUCATION CENTER,PRIVATE
158000,MERCER UNIVERSITY,PRIVATE
277200,MERCY COLLEGE,PRIVATE
627300,MERCY COLLEGE OF HEALTH SCIENCES,PRIVATE
3097000,MERCY COLLEGE OF OHIO,PRIVATE
489900,MERCY HOSPITAL SCHOOL OF NURSING,PRIVATE
3099600,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING-PLANTATION GENERAL HOSPITAL,PRIVATE
647800,MERCY SCHOOL OF NURSING,NULL
423300,MERCY-ST LUKE''S SCHOOL OF RADIOLOGIC TECHNOLOGY,NULL
329700,MERCYHURST UNIVERSITY,PRIVATE
294500,MEREDITH COLLEGE,PRIVATE
3052000,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTER,PRIVATE
2326800,MERIDIAN COLLEGE,PRIVATE
241300,MERIDIAN COMMUNITY COLLEGE,PUBLIC
2060800,MERIDIAN TECHNOLOGY CENTER,PRIVATE
3181400,MERKAZ BNOS-BUSINESS SCHOOL,PRIVATE
2520800,MERRELL UNIVERSITY OF BEAUTY ARTS AND SCIENCE,PRIVATE
961300,MERRILLVILLE BEAUTY COLLEGE,PRIVATE
212000,MERRIMACK COLLEGE,PRIVATE
126700,MERRITT COLLEGE,PUBLIC
107700,MESA COMMUNITY COLLEGE,PUBLIC
400900,MESABI RANGE COLLEGE,PUBLIC
3206300,MESALANDS COMMUNITY COLLEGE,PUBLIC
933500,MESIVTA OF EASTERN PARKWAY-YESHIVA ZICHRON MEILECH,PRIVATE
726400,MESIVTA TORAH VODAATH RABBINICAL SEMINARY,PRIVATE
397400,MESIVTHA TIFERETH JERUSALEM OF AMERICA,PRIVATE
3092600,MESSENGER COLLEGE,PRIVATE
329800,MESSIAH COLLEGE,PRIVATE
622800,METHODIST COLLEGE,NULL
307500,METHODIST THEOLOGICAL SCHOOL IN OHIO,NULL
294600,METHODIST UNIVERSITY,PRIVATE
2180200,METRO BUSINESS COLLEGE-CAPE GIRARDEAU,PRIVATE
533900,METRO TECHNOLOGY CENTERS,PRIVATE
1276400,METROPLEX BEAUTY SCHOOL,PRIVATE
3109100,METROPOLITAN CAREER CENTER COMPUTER TECHNOLOGY INSTITUTE,PRIVATE
976900,METROPOLITAN COLLEGE OF NEW YORK,PRIVATE
1258600,METROPOLITAN COMMUNITY COLLEGE AREA,PUBLIC
248444,METROPOLITAN COMMUNITY COLLEGE-KANSAS CITY,PUBLIC
3652300,METROPOLITAN LEARNING INSTITUTE,PRIVATE
1037400,METROPOLITAN STATE UNIVERSITY,PUBLIC
136000,METROPOLITAN STATE UNIVERSITY OF DENVER,PUBLIC
2231600,MGH INSTITUTE OF HEALTH PROFESSIONS,NULL
3125601,MIAMI AD SCHOOL-MINNEAPOLIS,NULL
3125602,MIAMI AD SCHOOL-SAN FRANCISCO,NULL
3125600,MIAMI AD SCHOOL-WYNWOOD,NULL
150600,MIAMI DADE COLLEGE,PUBLIC
2316200,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,PRIVATE
307702,MIAMI UNIVERSITY-HAMILTON,PUBLIC
307701,MIAMI UNIVERSITY-MIDDLETOWN,PUBLIC
307700,MIAMI UNIVERSITY-OXFORD,PUBLIC
2263700,MIAMI VALLEY CAREER TECHNOLOGY CENTER,PRIVATE
2152101,MIAMI-JACOBS CAREER COLLEGE-COLUMBUS,PRIVATE
307600,MIAMI-JACOBS CAREER COLLEGE-DAYTON,PRIVATE
2152100,MIAMI-JACOBS CAREER COLLEGE-INDEPENDENCE,PRIVATE
2152104,MIAMI-JACOBS CAREER COLLEGE-SHARONVILLE,PRIVATE
2060300,MIAT COLLEGE OF TECHNOLOGY,PRIVATE
2174800,MICHAELS SCHOOL OF HAIR DESIGN AND ESTHETICS-PAUL MITCHELL PARTNER SCHOOL,PRIVATE
2361500,MICHIGAN BARBER SCHOOL INC,PRIVATE
2618400,MICHIGAN CAREER AND TECHNICAL INSTITUTE,PUBLIC
2324500,MICHIGAN COLLEGE OF BEAUTY-MONROE,PRIVATE
2125600,MICHIGAN COLLEGE OF BEAUTY-TROY,PRIVATE
3284300,MICHIGAN JEWISH INSTITUTE,PRIVATE
2198900,MICHIGAN SCHOOL OF PROFESSIONAL PSYCHOLOGY,NULL
229000,MICHIGAN STATE UNIVERSITY,PUBLIC
225400,MICHIGAN STATE UNIVERSITY-COLLEGE OF LAW,NULL
229200,MICHIGAN TECHNOLOGICAL UNIVERSITY,PUBLIC
3810500,MID CITY COLLEGE,PRIVATE
676800,MID MICHIGAN COMMUNITY COLLEGE,PUBLIC
694200,MID-AMERICA CHRISTIAN UNIVERSITY,PRIVATE
1061800,MID-AMERICA COLLEGE OF FUNERAL SERVICE,PRIVATE
1153700,MID-AMERICA TECHNOLOGY CENTER,PRIVATE
2280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,PRIVATE
3198400,MID-DEL TECHNOLOGY CENTER,PRIVATE
2189000,MID-EASTCTC-ADULT EDUCATION,PRIVATE
255700,MID-PLAINS COMMUNITY COLLEGE,PUBLIC
538000,MID-STATE TECHNICAL COLLEGE,PUBLIC
703200,MIDAMERICA NAZARENE UNIVERSITY,PRIVATE
778300,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,NULL
351000,MIDDLE TENNESSEE STATE UNIVERSITY,PUBLIC
369100,MIDDLEBURY COLLEGE,PRIVATE
369110,MIDDLEBURY INSTITUTE OF INTERNATIONAL STUDIES AT MONTEREY,NULL
993600,MIDDLESEX COMMUNITY COLLEGE,PUBLIC
803800,MIDDLESEX COMMUNITY COLLEGE,PUBLIC
261500,MIDDLESEX COUNTY COLLEGE,PUBLIC
979700,MIDLAND COLLEGE,PUBLIC
255300,MIDLAND UNIVERSITY,PRIVATE
399300,MIDLANDS TECHNICAL COLLEGE,PUBLIC
456800,MIDSTATE COLLEGE,PRIVATE
928300,MIDWAY PARIS BEAUTY SCHOOL,PRIVATE
197500,MIDWAY UNIVERSITY,PRIVATE
3061200,MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE,NULL
2121100,MIDWEST INSTITUTE,PRIVATE
3368300,MIDWEST TECHNICAL INSTITUTE-SPRINGFIELD,PRIVATE
248500,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,PRIVATE
359200,MIDWESTERN STATE UNIVERSITY,PUBLIC
165700,MIDWESTERN UNIVERSITY-DOWNERS GROVE,NULL
165701,MIDWESTERN UNIVERSITY-GLENDALE,NULL
2158300,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,PUBLIC
2248200,MILAN INSTITUTE OF COSMETOLOGY-AMARILLO,PRIVATE
2248205,MILAN INSTITUTE OF COSMETOLOGY-FAIRFIELD,PRIVATE
