OPEID,DisbursementYear,NumReceivingFedLoan,PercentReceivingFedLoan,TotalFedLoanAid,AvgFedLoanAid
111300,2010,2285,15,15391519,6736
2234900,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
301002,2010,132,89,1529033,11584
301000,2010,165,94,298128,1807
301004,2010,NULL,NULL,NULL,NULL
301003,2010,91,75,949690,10436
301005,2010,127,52,1259920,9921
003010A1  ,2010,NULL,NULL,NULL,NULL
1289100,2010,413,93,3398859,8230
1289102,2010,406,93,2304957,5677
1289101,2010,380,100,4215874,11094
743000,2010,189,83,1269907,6719
3067000,2010,70,38,286016,4086
3156400,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
961200,2010,4,17,19312,4828
3513400,2010,95,67,209846,2209
751800,2010,1745,56,10879951,6235
2562300,2010,0,0,0,NULL
2159100,2010,2,8,5664,2832
754400,2010,97,33,497183,5126
-2,2010,NULL,NULL,NULL,NULL
3559300,2010,NULL,NULL,NULL,NULL
290600,2010,6331,43,36621983,5785
3068600,2010,158,87,1387277,8780
223900,2010,1392,73,10151760,7293
347700,2010,630,76,4979396,7904
163200,2010,NULL,NULL,NULL,NULL
134600,2010,3502,35,14526458,4148
323500,2010,1815,82,15920389,8772
2179902,2010,198,89,3367753,17009
2179900,2010,142,80,2467978,17380
2179919,2010,67,77,1148039,17135
021799A2  ,2010,69,86,1236879,17926
2179905,2010,41,79,593343,14472
2179932,2010,172,85,2881660,16754
2179928,2010,88,79,1506321,17117
2179914,2010,44,85,655231,14892
2179916,2010,89,65,1515724,17031
2179907,2010,89,83,1515724,17031
2179907,2010,2761,86,39924462,14460
2179935,2010,54,81,943210,17467
2179929,2010,57,90,864828,15172
2179908,2010,48,64,770202,16046
2179918,2010,46,66,770031,16740
2179921,2010,122,80,2000466,16397
2179913,2010,59,81,1134342,19226
2179909,2010,65,87,1176812,18105
3125400,2010,1064,85,12037618,11314
1647100,2010,1234,90,13939559,11296
723600,2010,1850,84,15355973,8301
723603,2010,1597,83,14801039,9268
007236A3  ,2010,683,88,6363286,9317
2327600,2010,1652,80,16063014,9723
723602,2010,1210,82,11261159,9307
3125401,2010,478,88,4716399,9867
2179901,2010,1343,88,19625530,14613
2179903,2010,65,79,1032658,15887
972300,2010,227,96,1742169,7675
886400,2010,68,51,417049,6133
1180200,2010,69,45,427238,6192
1084700,2010,2066,81,19534030,9455
001083A1  ,2010,NULL,NULL,NULL,NULL
711300,2010,269,67,2103134,7818
NULL,2010,NULL,NULL,NULL,NULL
3115000,2010,897,73,5474004,6103
NULL,2010,NULL,NULL,NULL,NULL
4120900,2010,102,82,746043,7314
3695500,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
108100,2010,24153,44,165918182,6869
NULL,2010,NULL,NULL,NULL,NULL
4131400,2010,NULL,NULL,NULL,NULL
107100,2010,667,8,2914920,4370
108700,2010,663,90,2761125,4165
3997300,2010,27,20,202929,7516
3005100,2010,69,82,357223,5177
3023400,2010,164,88,840524,5125
1286000,2010,259,14,1709103,6599
2348200,2010,0,0,0,NULL
109100,2010,972,22,4533143,4664
109000,2010,5812,58,45489585,7827
109003,2010,611,40,1134339,1857
109002,2010,530,26,2289308,4319
001090A1  ,2010,NULL,NULL,NULL,NULL
108900,2010,3769,46,24101949,6395
2081400,2010,94,61,528998,5628
2521200,2010,233,80,1874610,8046
3159300,2010,144,99,860400,5975
154600,2010,3340,51,21661139,6485
2257400,2010,12,12,50000,4167
643500,2010,57,79,388811,6821
NULL,2010,NULL,NULL,NULL,NULL
301100,2010,138,76,996085,7218
111600,2010,816,46,7513182,9207
2363500,2010,37,63,117500,3176
2538500,2010,65,66,198000,3046
2538502,2010,51,74,153000,3000
2525900,2010,159,55,856753,5388
NULL,2010,NULL,NULL,NULL,NULL
3816300,2010,214,40,1755611,8204
3095500,2010,3830,84,27350392,7141
195300,2010,NULL,NULL,NULL,NULL
195200,2010,874,59,5686340,6506
4057300,2010,269,70,1189745,4423
403300,2010,584,8,3554546,6087
188100,2010,33394,78,200741108,6011
199000,2010,1086,25,5810176,5350
3117000,2010,70,46,196159,2802
301200,2010,1735,64,12688207,7313
2187900,2010,103,60,651790,6328
NULL,2010,NULL,NULL,NULL,NULL
2595600,2010,0,0,0,NULL
3012300,2010,70,32,222769,3182
1115000,2010,90,5,378316,4204
NULL,2010,NULL,NULL,NULL,NULL
4080300,2010,18,10,118174,6565
NULL,2010,24,57,190785,7949
1212000,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2506000,2010,0,0,0,NULL
902200,2010,729,69,2584357,3545
2553500,2010,113,90,316400,2800
211800,2010,1590,69,4403063,2769
4152700,2010,36,64,114012,3167
3906300,2010,198,44,1164100,5879
4038300,2010,439,98,3809919,8679
NULL,2010,NULL,NULL,NULL,NULL
3544300,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
100800,2010,1916,58,11272955,5884
560000,2010,0,0,0,NULL
3740400,2010,135,54,958597,7101
NULL,2010,2,1,8009,4005
3104500,2010,152,46,1520000,10000
1216500,2010,1008,38,5348464,5306
2580200,2010,74,20,371632,5022
854300,2010,0,0,0,NULL
3173300,2010,NULL,NULL,NULL,NULL
2234600,2010,139,62,914867,6582
259600,2010,1288,17,5964690,4631
3429600,2010,10,83,125000,12500
1226300,2010,0,0,0,NULL
2505400,2010,203,17,243287,1198
NULL,2010,NULL,NULL,NULL,NULL
3468500,2010,306,90,1657951,5418
3051400,2010,0,0,0,NULL
100900,2010,7245,36,50044394,6907
831000,2010,2418,52,17535851,7252
233400,2010,2211,71,17717950,8014
4021300,2010,67,74,330238,4929
559900,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
163300,2010,1658,67,10989897,6628
345800,2010,1246,70,10132837,8132
3727600,2010,33,52,204781,6205
3776300,2010,12,9,74487,6207
648700,2010,218,79,1803298,8272
163400,2010,1592,67,11337160,7121
354300,2010,814,61,6432539,7902
1201500,2010,9784,24,58198542,5948
2362800,2010,11,44,45950,4177
NULL,2010,NULL,NULL,NULL,NULL
347800,2010,5319,57,38159624,7174
354400,2010,NULL,NULL,NULL,NULL
737200,2010,390,61,2060193,5283
2297702,2010,41,15,63582,1551
2297700,2010,116,17,217715,1877
2297701,2010,64,23,59667,932
3075500,2010,116,34,149877,1292
1162100,2010,348,74,2610604,7502
1162101,2010,302,55,2253307,7461
834300,2010,0,0,0,NULL
NULL,2010,0,0,0,NULL
2258600,2010,308,100,1379879,4480
NULL,2010,NULL,NULL,NULL,NULL
1085800,2010,376,88,1416318,3767
NULL,2010,NULL,NULL,NULL,NULL
2519800,2010,88,76,298651,3394
NULL,2010,0,0,0,NULL
3691400,2010,NULL,NULL,NULL,NULL
3941300,2010,364,54,2170612,5963
3837300,2010,127,64,922250,7262
NULL,2010,108,54,844446,7819
NULL,2010,NULL,NULL,NULL,NULL
2258400,2010,37,33,424575,11475
NULL,2010,NULL,NULL,NULL,NULL
4140700,2010,337,81,1867297,5541
4141000,2010,25,17,137941,5518
4137800,2010,319,74,2009829,6300
2600900,2010,52,48,564020,10847
NULL,2010,74,19,211303,2855
NULL,2010,NULL,NULL,NULL,NULL
2117800,2010,33,33,379578,11502
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2123200,2010,365,65,2076205,5688
NULL,2010,NULL,NULL,NULL,NULL
3839300,2010,173,71,1629029,9416
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
4072300,2010,41,31,225002,5488
4142300,2010,252,93,1483760,5888
4119400,2010,197,47,1615372,8200
4134800,2010,87,41,618965,7115
NULL,2010,NULL,NULL,NULL,NULL
987300,2010,50,69,284241,5685
NULL,2010,132,55,1080041,8182
492900,2010,6,33,16500,2750
598700,2010,NULL,NULL,NULL,NULL
370200,2010,621,72,5986968,9641
003702A1  ,2010,581,38,5784961,9957
4038400,2010,47,62,368377,7838
NULL,2010,NULL,NULL,NULL,NULL
3523300,2010,358,70,987941,2760
3126300,2010,128,52,488844,3819
3573300,2010,298,60,1092846,3667
2596412,2010,0,0,0,NULL
3176300,2010,96,51,337157,3512
3616300,2010,112,67,409690,3658
NULL,2010,NULL,NULL,NULL,NULL
3883400,2010,113,60,458180,4055
NULL,2010,29,69,114301,3941
3110700,2010,165,64,596021,3612
3986300,2010,10,13,38127,3813
244900,2010,891,77,7675374,8614
3160300,2010,66,4,456960,6924
826300,2010,329,93,905635,2753
462100,2010,388,67,2155662,5556
111700,2010,3040,62,36270218,11931
NULL,2010,NULL,NULL,NULL,NULL
1235900,2010,0,0,0,NULL
212100,2010,769,41,5157553,6707
314700,2010,991,97,5894930,5948
1107400,2010,1833,52,6963411,3799
NULL,2010,NULL,NULL,NULL,NULL
2622900,2010,0,0,0,NULL
4081300,2010,0,0,0,NULL
467300,2010,5274,72,36533242,6927
467313,2010,3344,64,24069850,7198
467317,2010,2372,70,15305511,6453
467305,2010,2717,63,18037602,6639
467301,2010,1353,63,8865876,6553
467302,2010,4320,67,27484867,6362
467309,2010,1766,72,11719098,6636
467303,2010,4380,71,27350085,6244
467304,2010,2449,67,16031521,6546
467306,2010,1339,68,8322285,6215
190300,2010,1283,61,15387500,11993
111800,2010,939,5,5761791,6136
NULL,2010,NULL,NULL,NULL,NULL
1226801,2010,0,0,0,NULL
1226800,2010,0,0,0,NULL
3067400,2010,0,0,0,NULL
301400,2010,3080,84,19817000,6434
178600,2010,10115,57,66015444,6526
206100,2010,0,0,0,NULL
3296300,2010,955,82,7925430,8299
NULL,2010,NULL,NULL,NULL,NULL
2494700,2010,133,98,731500,5500
2337400,2010,50,53,330747,6615
266900,2010,NULL,NULL,NULL,NULL
1320800,2010,320,67,1825356,5704
3105200,2010,186,18,492821,2650
660600,2010,208,45,464710,2234
3440300,2010,773,76,6654633,8609
2331200,2010,3,4,14380,4793
3116900,2010,NULL,NULL,NULL,NULL
3733300,2010,30,14,151237,5041
3010700,2010,59,50,319732,5419
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
191700,2010,132,68,722741,5475
267100,2010,891,46,4581947,5142
964500,2010,238,55,1388735,5835
270800,2010,856,35,4524699,5286
638900,2010,368,71,4206380,11430
NULL,2010,15,44,67458,4497
2518900,2010,10,9,19365,1937
146600,2010,3487,68,34026530,9758
111900,2010,0,0,0,NULL
290800,2010,898,78,6948743,7738
460800,2010,634,14,3923247,6188
2242500,2010,139,76,1634659,11760
203600,2010,536,31,2901317,5413
530600,2010,352,6,1439963,4091
3730300,2010,1783,22,3842121,2155
2335701,2010,58,81,353074,6087
2335702,2010,20,33,146270,7314
2197500,2010,29,36,231971,7999
1157400,2010,1545,84,15070743,9755
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
224000,2010,727,27,3386344,4658
3066600,2010,0,0,0,NULL
212200,2010,1299,88,8999798,6928
396500,2010,645,86,6651439,10312
2338200,2010,328,80,1945865,5933
3758300,2010,0,0,0,NULL
494900,2010,NULL,NULL,NULL,NULL
354500,2010,6190,51,42840228,6921
2285700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
3373300,2010,38,30,302250,7954
520400,2010,550,72,1956949,3558
2154400,2010,171,58,1407804,8233
NULL,2010,NULL,NULL,NULL,NULL
855800,2010,0,0,0,NULL
3999300,2010,89,85,743377,8353
NULL,2010,NULL,NULL,NULL,NULL
2504900,2010,70,45,393928,5628
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2577700,2010,0,0,0,NULL
739100,2010,82,63,431000,5256
NULL,2010,NULL,NULL,NULL,NULL
2283800,2010,443,33,3445427,7777
2283805,2010,598,43,3598258,6017
2283801,2010,637,48,3951902,6204
2283804,2010,382,54,2231628,5842
2510300,2010,8,26,24000,3000
1191900,2010,56,63,310032,5536
212300,2010,1302,74,9944582,7638
2491100,2010,794,89,6133914,7725
-2,2010,82,92,767488,9360
3713300,2010,0,0,0,NULL
1267000,2010,625,81,6062085,9699
644800,2010,81,67,485400,5993
239700,2010,1727,74,18133500,10500
2536700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
195400,2010,1333,55,9268498,6953
NULL,2010,NULL,NULL,NULL,NULL
3804300,2010,147,64,1151980,7837
376900,2010,2092,15,9682659,4628
974300,2010,1884,28,7160337,3801
663900,2010,169,62,1573703,9312
499900,2010,1,0,663,663
NULL,2010,NULL,NULL,NULL,NULL
1202600,2010,110,57,855238,7775
705000,2010,225,60,1870416,8313
2343400,2010,334,50,2654398,7947
291000,2010,1245,76,8672853,6966
994100,2010,1402,64,8633977,6158
347900,2010,2148,49,25023329,11650
383500,2010,972,69,6220252,6399
233600,2010,2692,57,17823994,6621
1274300,2010,0,0,0,NULL
342000,2010,2778,93,32869209,11832
1025600,2010,1040,57,6828238,6566
176700,2010,1567,47,11977088,7643
3018500,2010,250,54,1610016,6440
215100,2010,447,75,2763647,6183
3409600,2010,112,47,320740,2864
291100,2010,641,84,6917308,10791
368200,2010,418,63,2397907,5737
212400,2010,2209,52,15596037,7060
195500,2010,364,24,1335442,3669
473600,2010,1769,11,8303418,4694
NULL,2010,NULL,NULL,NULL,NULL
1183000,2010,180,67,386227,2146
2242700,2010,123,2,786795,6397
739400,2010,3146,71,21712305,6902
750200,2010,2716,73,16225432,5974
212600,2010,1851,45,15163610,8192
NULL,2010,NULL,NULL,NULL,NULL
2253900,2010,762,88,8456296,11098
216700,2010,1154,44,3281451,2844
155400,2010,937,53,5798506,6188
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
1119200,2010,0,0,0,NULL
1192200,2010,0,0,0,NULL
794700,2010,102,4,549924,5391
NULL,2010,NULL,NULL,NULL,NULL
380800,2010,729,88,6087129,8350
190400,2010,465,79,3431006,7379
NULL,2010,NULL,NULL,NULL,NULL
233700,2010,508,79,3022082,5949
163700,2010,NULL,NULL,NULL,NULL
NULL,2010,0,0,0,NULL
178700,2010,1597,83,11775000,7373
190500,2010,303,69,2193572,7240
905804,2010,NULL,NULL,NULL,NULL
905803,2010,NULL,NULL,NULL,NULL
348000,2010,2047,83,17282419,8443
905800,2010,2253,66,15926754,7069
3266300,2010,11,7,38000,3455
146700,2010,3041,85,24143391,7939
3076300,2010,524,81,4661741,8896
573300,2010,0,0,0,NULL
3747300,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,2,2,8418,4209
NULL,2010,NULL,NULL,NULL,NULL
2323000,2010,NULL,NULL,NULL,NULL
3101500,2010,0,0,0,NULL
377000,2010,484,22,2689470,5557
199600,2010,956,19,4486559,4693
112200,2010,2849,78,16004186,5617
101200,2010,676,45,5484821,8114
3668300,2010,42,53,312525,7441
3612300,2010,34,77,126570,3723
103000,2010,0,0,0,NULL
298800,2010,2049,51,11648202,5685
NULL,2010,3,9,11447,3816
4130800,2010,23,53,69161,3007
2541900,2010,85,76,977500,11500
163800,2010,570,9,1555579,2729
2137100,2010,177,88,428386,2420
345900,2010,2258,60,15280024,6767
2052200,2010,881,39,3700401,4200
163900,2010,517,85,3191995,6174
2510600,2010,0,0,0,NULL
539000,2010,1327,40,4276424,3223
NULL,2010,5,22,26285,5257
798700,2010,0,0,0,NULL
3027200,2010,150,94,526190,3508
4003300,2010,257,64,1844274,7176
NULL,2010,NULL,NULL,NULL,NULL
621401,2010,3,60,12343,4114
621402,2010,11,61,46619,4238
621403,2010,59,28,457307,7751
354900,2010,6089,35,22946837,3769
259700,2010,1601,74,14019704,8757
331500,2010,5359,62,34514507,6440
3783300,2010,232,80,1004560,4330
3422601,2010,280,100,2186963,7811
3422501,2010,21,25,198275,9442
3525300,2010,224,94,1967854,8785
3294301,2010,315,71,2992500,9500
3422600,2010,91,81,9107,100
3294300,2010,375,93,4056500,10817
3422500,2010,148,97,478348,3232
552300,2010,46,81,382426,8314
239800,2010,360,73,2777224,7715
318600,2010,586,22,3365519,5743
3957300,2010,1085,33,6303382,5810
968400,2010,73,3,239001,3274
681900,2010,694,14,3599818,5187
3925300,2010,76,41,544795,7168
3704300,2010,44,51,163339,3712
370300,2010,596,79,5366686,9005
380900,2010,1720,86,8389848,4878
524400,2010,5646,42,39539584,7003
301600,2010,832,83,6892765,8285
002440A1  ,2010,NULL,NULL,NULL,NULL
342100,2010,1493,43,8215154,5502
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2234500,2010,97,56,680021,7011
161600,2010,8747,52,64182308,7338
3763400,2010,93,38,657668,7072
1004300,2010,259,77,1938487,7485
2358500,2010,48,80,239368,4987
NULL,2010,NULL,NULL,NULL,NULL
1302900,2010,128,13,301430,2355
4137200,2010,21,64,118920,5663
NULL,2010,NULL,NULL,NULL,NULL
2055400,2010,672,12,2351800,3500
396600,2010,607,68,4042123,6659
3248300,2010,101,69,851425,8430
212800,2010,3938,40,20440562,5191
3194300,2010,NULL,NULL,NULL,NULL
213000,2010,7975,44,55835306,7001
203800,2010,237,13,1368288,5773
206200,2010,2851,65,19913974,6985
301801,2010,1343,55,10196982,7593
301800,2010,9592,67,66304179,6912
485300,2010,626,95,4783707,7642
972100,2010,575,96,3626990,6308
3382300,2010,0,0,0,NULL
164100,2010,3531,70,33109750,9377
2106800,2010,35,5,130313,3723
NULL,2010,NULL,NULL,NULL,NULL
213300,2010,1674,50,10105893,6037
